transaction_id,store_id,customer_id,txn_ts,channel,subtotal_cents,tax_cents,total_cents
T00000365,S0004,C003440,2025-07-01T13:47:44,In-Store,5865,96,5961
T00000366,S0004,C003588,2025-07-01T09:44:14,In-Store,8840,274,9114
T00000367,S0004,C003381,2025-07-01T13:57:46,In-Store,7795,512,8307
T00000368,S0004,C003454,2025-07-01T09:45:49,In-Store,4058,148,4206
T00000369,S0004,C003879,2025-07-01T09:33:04,In-Store,4496,111,4607
T00000370,S0004,C003782,2025-07-01T18:59:15,In-Store,5847,297,6144
T00000371,S0004,C003328,2025-07-01T10:33:58,In-Store,4198,0,4198
T00000372,S0004,,2025-07-01T19:33:44,In-Store,10225,455,10680
T00000373,S0004,C003471,2025-07-01T12:49:46,In-Store,9748,550,10298
T00000374,S0004,C003610,2025-07-01T19:16:26,In-Store,9338,707,10045
T00000375,S0004,C003245,2025-07-01T09:12:52,In-Store,7434,312,7746
T00000376,S0004,C003857,2025-07-01T14:31:43,In-Store,4660,0,4660
T00000377,S0004,C003545,2025-07-01T18:01:11,In-Store,7264,383,7647
T00000378,S0004,C003009,2025-07-01T18:39:04,In-Store,9150,603,9753
T00000379,S0004,C003596,2025-07-01T08:16:00,In-Store,5114,95,5209
T00000380,S0004,C003605,2025-07-01T10:13:36,In-Store,2381,184,2565
T00000381,S0004,C003017,2025-07-01T18:45:14,In-Store,6155,445,6600
T00000382,S0004,C003532,2025-07-01T13:07:24,In-Store,2621,140,2761
T00000383,S0004,,2025-07-01T09:58:59,In-Store,6018,385,6403
T00000384,S0004,C003176,2025-07-01T08:51:38,In-Store,5422,128,5550
T00000385,S0004,C003304,2025-07-01T15:12:54,In-Store,8411,467,8878
T00000386,S0004,C003760,2025-07-01T13:16:12,In-Store,10388,704,11092
T00000387,S0004,C003918,2025-07-01T09:59:09,In-Store,3246,65,3311
T00000388,S0004,,2025-07-01T09:55:50,In-Store,7038,435,7473
T00000389,S0004,,2025-07-01T14:01:22,In-Store,6203,144,6347
T00000390,S0004,C003404,2025-07-01T17:30:14,In-Store,8243,347,8590
T00000391,S0004,C003977,2025-07-01T13:39:48,In-Store,5101,73,5174
T00000392,S0004,C003377,2025-07-01T08:34:35,In-Store,1484,0,1484
T00000393,S0004,C003629,2025-07-01T12:01:01,In-Store,4071,0,4071
T00000394,S0004,C003549,2025-07-01T08:00:40,In-Store,14818,376,15194
T00000395,S0004,C003850,2025-07-01T09:31:51,In-Store,4972,313,5285
T00000396,S0004,C003170,2025-07-01T09:23:03,In-Store,5571,105,5676
T00000397,S0004,C003439,2025-07-01T08:26:35,In-Store,4880,0,4880
T00000398,S0004,C003751,2025-07-01T12:37:54,In-Store,3759,204,3963
T00000399,S0004,C003884,2025-07-01T11:42:03,In-Store,5087,0,5087
T00000400,S0004,C003378,2025-07-01T10:35:46,In-Store,7628,414,8042
T00000401,S0004,C003784,2025-07-01T12:43:41,In-Store,5683,34,5717
T00000402,S0004,,2025-07-01T17:58:42,In-Store,3037,205,3242
T00000403,S0004,C003438,2025-07-01T17:13:14,In-Store,6578,385,6963
T00000404,S0004,C003756,2025-07-01T11:54:41,In-Store,3513,224,3737
T00000405,S0004,C003972,2025-07-01T19:28:49,In-Store,5518,451,5969
T00000406,S0004,C003604,2025-07-01T13:09:59,In-Store,4783,273,5056
T00000407,S0004,,2025-07-01T17:00:35,In-Store,8858,525,9383
T00000408,S0004,,2025-07-01T13:24:00,In-Store,2401,0,2401
T00000409,S0004,C003857,2025-07-01T09:57:18,In-Store,11536,588,12124
T00000410,S0004,C003003,2025-07-01T10:36:57,In-Store,12269,900,13169
T00000411,S0004,,2025-07-01T13:31:54,In-Store,21044,1055,22099
T00000412,S0004,C003498,2025-07-01T18:22:01,In-Store,5932,496,6428
T00000413,S0004,C003693,2025-07-01T09:29:58,In-Store,4305,160,4465
T00000414,S0004,C003488,2025-07-01T08:27:47,In-Store,10865,854,11719
T00000415,S0004,,2025-07-01T08:36:46,In-Store,10620,910,11530
T00000416,S0004,C003686,2025-07-01T12:16:12,In-Store,15057,552,15609
T00000417,S0004,C003718,2025-07-01T09:36:30,In-Store,4061,360,4421
T00000418,S0004,C003725,2025-07-01T12:21:33,In-Store,6876,566,7442
T00000419,S0004,C003491,2025-07-01T17:35:29,In-Store,7120,439,7559
T00000420,S0004,C003258,2025-07-01T10:17:33,In-Store,16948,775,17723
T00000421,S0004,C003104,2025-07-01T17:14:46,In-Store,7132,110,7242
T00000422,S0004,,2025-07-01T13:53:12,In-Store,5030,405,5435
T00000423,S0004,C003139,2025-07-01T17:13:26,In-Store,7906,401,8307
T00000424,S0004,C003889,2025-07-01T08:30:41,In-Store,3230,152,3382
T00000425,S0004,C003378,2025-07-01T09:37:59,In-Store,8757,397,9154
T00000426,S0004,C003399,2025-07-01T19:58:36,In-Store,10414,885,11299
T00000427,S0004,C003798,2025-07-01T08:11:11,In-Store,5131,455,5586
T00000428,S0004,,2025-07-01T09:33:56,In-Store,6567,413,6980
T00000429,S0004,C003282,2025-07-01T12:22:15,In-Store,3821,124,3945
T00000430,S0004,C003545,2025-07-01T16:50:39,In-Store,9889,703,10592
T00000431,S0004,,2025-07-01T09:29:54,In-Store,4438,350,4788
T00000432,S0004,C003960,2025-07-01T10:37:48,In-Store,13192,650,13842
T00000433,S0004,C003734,2025-07-01T09:41:40,In-Store,5695,127,5822
T00000434,S0004,C003626,2025-07-01T20:20:29,Online,11781,120,11901
T00000435,S0004,C003604,2025-07-01T09:41:23,Online,11086,841,11927
T00000436,S0004,C003974,2025-07-01T09:37:46,Online,5916,491,6407
T00000437,S0004,C003555,2025-07-01T10:59:06,Online,14807,292,15099
T00000438,S0004,,2025-07-01T12:01:06,Online,6473,305,6778
T00000439,S0004,C003182,2025-07-01T10:18:15,Online,6890,569,7459
T00000440,S0004,C003346,2025-07-01T21:03:31,Online,4458,59,4517
T00000441,S0004,C003894,2025-07-01T20:02:17,Online,15349,631,15980
T00000442,S0004,,2025-07-01T20:04:35,Online,7580,636,8216
T00000443,S0004,C003668,2025-07-01T09:50:05,Online,9192,379,9571
T00000444,S0004,C003714,2025-07-01T09:34:19,Online,3559,222,3781
T00000445,S0004,C003947,2025-07-01T21:58:37,Online,4569,0,4569
T00000446,S0004,C003539,2025-07-01T20:11:37,Online,11927,830,12757
T00000447,S0004,C003934,2025-07-01T11:01:50,Online,3956,100,4056
T00000448,S0004,C003838,2025-07-01T12:36:38,Online,8932,235,9167
T00000449,S0004,,2025-07-01T21:22:06,Online,12446,627,13073
T00000450,S0004,C003485,2025-07-01T21:21:54,Online,1395,36,1431
T00000451,S0004,,2025-07-01T21:17:52,Online,10256,745,11001
T00000452,S0004,C003082,2025-07-01T10:00:24,Online,4469,370,4839
T00000453,S0004,C003972,2025-07-01T09:57:11,Online,7607,606,8213
T00000454,S0004,C003483,2025-07-01T20:07:45,Online,7954,706,8660
T00000455,S0004,C003308,2025-07-01T19:44:48,Online,2467,0,2467
T00000456,S0004,C003692,2025-07-01T21:36:22,Online,7249,350,7599
T00000457,S0005,C004119,2025-07-01T11:17:08,In-Store,6541,299,6840
T00000458,S0005,C004255,2025-07-01T15:14:45,In-Store,16383,764,17147
T00000459,S0005,C004850,2025-07-01T09:43:12,In-Store,10349,392,10741
T00000460,S0005,C004377,2025-07-01T09:27:50,In-Store,7737,476,8213
T00000461,S0005,C004736,2025-07-01T12:03:27,In-Store,8565,170,8735
T00000462,S0005,C004852,2025-07-01T14:54:13,In-Store,9370,692,10062
T00000463,S0005,C004750,2025-07-01T15:15:43,In-Store,7110,461,7571
T00000464,S0005,C004912,2025-07-01T19:26:18,In-Store,8270,575,8845
T00000465,S0005,C004316,2025-07-01T08:13:46,In-Store,16215,505,16720
T00000466,S0005,,2025-07-01T10:09:20,In-Store,10903,755,11658
T00000467,S0005,C004107,2025-07-01T08:07:22,In-Store,6404,436,6840
T00000468,S0005,C004763,2025-07-01T09:46:49,In-Store,3273,67,3340
T00000469,S0005,C004636,2025-07-01T17:54:01,In-Store,7087,176,7263
T00000470,S0005,C004039,2025-07-01T12:48:29,In-Store,15415,1007,16422
T00000471,S0005,C004133,2025-07-01T10:49:48,In-Store,3366,125,3491
T00000472,S0005,C004446,2025-07-01T19:57:28,In-Store,6746,420,7166
T00000473,S0005,,2025-07-01T09:08:10,In-Store,19613,1740,21353
T00000474,S0005,C004422,2025-07-01T19:50:54,In-Store,11568,725,12293
T00000475,S0005,C004436,2025-07-01T12:22:50,In-Store,7328,422,7750
T00000476,S0005,C004204,2025-07-01T10:03:21,In-Store,8240,695,8935
T00000477,S0005,C004340,2025-07-01T09:48:01,In-Store,10967,484,11451
T00000478,S0005,,2025-07-01T11:39:34,In-Store,4012,100,4112
T00000479,S0005,,2025-07-01T12:12:59,In-Store,4925,140,5065
T00000480,S0005,C004779,2025-07-01T08:24:04,In-Store,6442,427,6869
T00000481,S0005,C004851,2025-07-01T12:56:48,In-Store,10451,869,11320
T00000482,S0005,,2025-07-01T13:41:48,In-Store,8788,433,9221
T00000483,S0005,C004421,2025-07-01T19:23:26,In-Store,9993,714,10707
T00000484,S0005,C004765,2025-07-01T13:56:24,In-Store,8415,624,9039
T00000485,S0005,C004495,2025-07-01T11:04:41,In-Store,7144,431,7575
T00000486,S0005,C004355,2025-07-01T18:12:48,In-Store,11943,525,12468
T00000487,S0005,C004299,2025-07-01T10:22:25,In-Store,15570,829,16399
T00000488,S0005,,2025-07-01T11:17:49,In-Store,5412,0,5412
T00000489,S0005,C004779,2025-07-01T19:21:10,In-Store,1869,48,1917
T00000490,S0005,C004747,2025-07-01T10:25:34,In-Store,7732,411,8143
T00000491,S0005,,2025-07-01T13:50:28,In-Store,5523,95,5618
T00000492,S0005,C004415,2025-07-01T09:21:24,In-Store,7392,247,7639
T00000493,S0005,C004494,2025-07-01T08:37:03,In-Store,6137,0,6137
T00000494,S0005,C004577,2025-07-01T12:43:11,In-Store,4046,258,4304
T00000495,S0005,C004120,2025-07-01T19:07:04,In-Store,7142,579,7721
T00000496,S0005,C004058,2025-07-01T16:17:52,In-Store,1597,63,1660
T00000497,S0005,C004462,2025-07-01T18:05:06,In-Store,10627,649,11276
T00000498,S0005,C004949,2025-07-01T13:21:49,In-Store,4389,0,4389
T00000499,S0005,C004525,2025-07-01T12:05:40,In-Store,5847,132,5979
T00000500,S0005,C004041,2025-07-01T19:03:46,In-Store,5923,526,6449
T00000501,S0005,C004108,2025-07-01T19:45:44,In-Store,7350,421,7771
T00000502,S0005,,2025-07-01T09:29:50,In-Store,14357,835,15192
T00000503,S0005,,2025-07-01T12:00:08,In-Store,6936,217,7153
T00000504,S0005,,2025-07-01T19:37:36,In-Store,4425,142,4567
T00000505,S0005,C004620,2025-07-01T10:48:12,In-Store,17706,1000,18706
T00000506,S0005,,2025-07-01T08:01:51,In-Store,3156,95,3251
T00000507,S0005,C004180,2025-07-01T13:14:34,In-Store,3901,0,3901
T00000508,S0005,,2025-07-01T08:21:34,In-Store,2051,75,2126
T00000509,S0005,C004291,2025-07-01T10:33:19,In-Store,7402,454,7856
T00000510,S0005,C004580,2025-07-01T18:55:06,In-Store,9172,257,9429
T00000511,S0005,C004582,2025-07-01T11:43:08,In-Store,5833,404,6237
T00000512,S0005,,2025-07-01T13:41:28,In-Store,3189,0,3189
T00000513,S0005,C004367,2025-07-01T10:56:36,In-Store,3719,0,3719
T00000514,S0005,C004711,2025-07-01T13:12:27,In-Store,8109,678,8787
T00000515,S0005,C004895,2025-07-01T09:35:10,In-Store,6194,0,6194
T00000516,S0005,C004694,2025-07-01T19:38:18,In-Store,8278,0,8278
T00000517,S0005,,2025-07-01T18:29:52,In-Store,4948,114,5062
T00000518,S0005,C004886,2025-07-01T12:43:01,In-Store,5868,288,6156
T00000519,S0005,C004466,2025-07-01T08:50:03,In-Store,4779,378,5157
T00000520,S0005,C004671,2025-07-01T13:50:35,In-Store,3966,133,4099
T00000521,S0005,C004928,2025-07-01T14:25:51,In-Store,2217,38,2255
T00000522,S0005,C004616,2025-07-01T11:45:12,In-Store,4187,161,4348
T00000523,S0005,C004391,2025-07-01T19:47:17,In-Store,3265,0,3265
T00000524,S0005,C004769,2025-07-01T17:26:59,In-Store,22594,1539,24133
T00000525,S0005,C004883,2025-07-01T19:11:26,In-Store,5335,260,5595
T00000526,S0005,C004812,2025-07-01T13:30:29,In-Store,3498,113,3611
T00000527,S0005,C004740,2025-07-01T12:08:49,In-Store,4083,0,4083
T00000528,S0005,C004296,2025-07-01T12:05:01,In-Store,2381,0,2381
T00000529,S0005,C004749,2025-07-01T12:14:26,In-Store,22953,1675,24628
T00000530,S0005,C004293,2025-07-01T08:28:30,In-Store,7737,604,8341
T00000531,S0005,C004060,2025-07-01T08:40:06,In-Store,2191,0,2191
T00000532,S0005,C004462,2025-07-01T09:56:39,In-Store,14148,1256,15404
T00000533,S0005,C004904,2025-07-01T13:38:57,In-Store,17879,979,18858
T00000534,S0005,C004094,2025-07-01T14:59:53,In-Store,16158,734,16892
T00000535,S0005,C004488,2025-07-01T15:18:39,In-Store,3193,137,3330
T00000536,S0005,C004061,2025-07-01T08:01:36,In-Store,5928,436,6364
T00000537,S0005,C004473,2025-07-01T12:39:01,In-Store,10336,290,10626
T00000538,S0005,C004546,2025-07-01T17:11:01,In-Store,14545,405,14950
T00000539,S0005,,2025-07-01T12:35:47,In-Store,5423,281,5704
T00000540,S0005,C004905,2025-07-01T09:43:02,In-Store,1842,18,1860
T00000541,S0005,C004447,2025-07-01T16:58:54,In-Store,14516,603,15119
T00000542,S0005,C004506,2025-07-01T08:34:51,In-Store,23027,1367,24394
T00000543,S0005,C004516,2025-07-01T11:13:31,In-Store,15732,685,16417
T00000544,S0005,C004116,2025-07-01T08:00:15,In-Store,18693,717,19410
T00000545,S0005,C004351,2025-07-01T16:32:55,In-Store,9903,834,10737
T00000546,S0005,C004900,2025-07-01T17:42:35,In-Store,7812,389,8201
T00000547,S0005,C004477,2025-07-01T15:16:49,In-Store,3341,77,3418
T00000548,S0005,C004929,2025-07-01T19:01:28,Online,7754,688,8442
T00000549,S0005,C004815,2025-07-01T09:42:48,Online,7340,331,7671
T00000550,S0005,C004691,2025-07-01T10:46:26,Online,13867,514,14381
T00000551,S0005,C004172,2025-07-01T21:12:42,Online,6927,151,7078
T00000552,S0005,C004716,2025-07-01T09:22:46,Online,6131,379,6510
T00000553,S0005,C004526,2025-07-01T20:41:13,Online,16055,1285,17340
T00000554,S0005,C004707,2025-07-01T20:30:04,Online,12359,685,13044
T00000555,S0005,C004049,2025-07-01T10:02:34,Online,4409,222,4631
T00000556,S0005,C004152,2025-07-01T21:58:00,Online,18711,789,19500
T00000557,S0005,C004398,2025-07-01T11:48:36,Online,11773,446,12219
T00000558,S0005,C004133,2025-07-01T10:00:35,Online,8114,423,8537
T00000559,S0005,C004718,2025-07-01T11:17:53,Online,16021,1011,17032
T00000560,S0005,C004595,2025-07-01T10:44:26,Online,8323,488,8811
T00000561,S0005,C004684,2025-07-01T09:37:46,Online,2864,0,2864
T00000562,S0005,,2025-07-01T20:18:04,Online,12696,494,13190
T00000563,S0005,C004069,2025-07-01T20:08:07,Online,3822,95,3917
T00000564,S0005,C004888,2025-07-01T10:30:59,Online,1695,76,1771
T00000565,S0005,C004399,2025-07-01T19:34:21,Online,1292,0,1292
T00000566,S0005,,2025-07-01T20:50:46,Online,7579,299,7878
T00000567,S0005,C004668,2025-07-01T12:12:16,Online,7727,418,8145
T00000568,S0005,C004149,2025-07-01T09:56:06,Online,4152,0,4152
T00000569,S0005,C004555,2025-07-01T12:15:08,Online,9210,525,9735
T00000570,S0005,C004009,2025-07-01T12:40:00,Online,6386,0,6386
T00000571,S0001,C000481,2025-07-02T09:19:27,In-Store,4787,378,5165
T00000572,S0001,,2025-07-02T09:47:33,In-Store,16725,570,17295
T00000573,S0001,,2025-07-02T08:50:53,In-Store,10615,801,11416
T00000574,S0001,,2025-07-02T09:37:19,In-Store,3210,0,3210
T00000575,S0001,C000856,2025-07-02T15:54:55,In-Store,8435,473,8908
T00000576,S0001,C000037,2025-07-02T13:55:53,In-Store,7315,528,7843
T00000577,S0001,C000282,2025-07-02T13:41:48,In-Store,4812,219,5031
T00000578,S0001,C000741,2025-07-02T08:06:20,In-Store,24833,1883,26716
T00000579,S0001,C000324,2025-07-02T16:51:32,In-Store,2891,138,3029
T00000580,S0001,C000600,2025-07-02T15:12:54,In-Store,3888,0,3888
T00000581,S0001,C000032,2025-07-02T15:58:16,In-Store,2149,0,2149
T00000582,S0001,C000857,2025-07-02T18:05:04,In-Store,10646,362,11008
T00000583,S0001,C000858,2025-07-02T12:07:59,In-Store,8378,561,8939
T00000584,S0001,C000750,2025-07-02T12:04:54,In-Store,12485,927,13412
T00000585,S0001,C000177,2025-07-02T13:21:37,In-Store,3944,0,3944
T00000586,S0001,C000864,2025-07-02T12:25:14,In-Store,7645,419,8064
T00000587,S0001,C000446,2025-07-02T13:49:36,In-Store,11400,791,12191
T00000588,S0001,C000197,2025-07-02T12:10:20,In-Store,11521,744,12265
T00000589,S0001,C000744,2025-07-02T10:27:52,In-Store,4984,48,5032
T00000590,S0001,C000845,2025-07-02T08:10:09,In-Store,9816,728,10544
T00000591,S0001,C000178,2025-07-02T11:00:06,In-Store,10276,568,10844
T00000592,S0001,,2025-07-02T13:15:51,In-Store,6399,130,6529
T00000593,S0001,C000662,2025-07-02T09:33:55,In-Store,11324,171,11495
T00000594,S0001,C000299,2025-07-02T14:41:43,In-Store,4384,130,4514
T00000595,S0001,C000201,2025-07-02T12:16:29,In-Store,4272,293,4565
T00000596,S0001,C000049,2025-07-02T19:06:42,In-Store,7904,403,8307
T00000597,S0001,C000947,2025-07-02T08:46:29,In-Store,2398,43,2441
T00000598,S0001,C000590,2025-07-02T15:25:42,In-Store,6229,304,6533
T00000599,S0001,C000046,2025-07-02T13:02:29,In-Store,3519,133,3652
T00000600,S0001,C000452,2025-07-02T19:56:21,In-Store,3253,197,3450
T00000601,S0001,C000046,2025-07-02T12:58:58,In-Store,16642,910,17552
T00000602,S0001,C000465,2025-07-02T17:38:35,In-Store,5737,188,5925
T00000603,S0001,,2025-07-02T11:11:09,In-Store,4148,136,4284
T00000604,S0001,,2025-07-02T19:16:05,In-Store,7439,418,7857
T00000605,S0001,C000962,2025-07-02T13:16:01,In-Store,3857,136,3993
T00000606,S0001,C000615,2025-07-02T08:54:01,In-Store,6534,537,7071
T00000607,S0001,C000394,2025-07-02T14:22:07,In-Store,11648,869,12517
T00000608,S0001,,2025-07-02T08:39:30,In-Store,4489,298,4787
T00000609,S0001,C000561,2025-07-02T14:05:15,In-Store,8948,70,9018
T00000610,S0001,C000109,2025-07-02T18:56:08,In-Store,3270,290,3560
T00000611,S0001,C000278,2025-07-02T12:12:57,In-Store,3845,0,3845
T00000612,S0001,C000520,2025-07-02T09:16:50,In-Store,3767,308,4075
T00000613,S0001,C000987,2025-07-02T12:46:14,In-Store,21780,1230,23010
T00000614,S0001,C000096,2025-07-02T10:35:41,In-Store,5519,341,5860
T00000615,S0001,C000424,2025-07-02T11:18:58,In-Store,5741,482,6223
T00000616,S0001,C000787,2025-07-02T13:31:05,In-Store,5279,188,5467
T00000617,S0001,C000733,2025-07-02T19:57:47,In-Store,7555,414,7969
T00000618,S0001,,2025-07-02T18:14:40,In-Store,11951,731,12682
T00000619,S0001,C000867,2025-07-02T18:08:38,In-Store,4029,308,4337
T00000620,S0001,C000078,2025-07-02T11:13:11,In-Store,3518,161,3679
T00000621,S0001,C000239,2025-07-02T08:02:07,In-Store,2761,46,2807
T00000622,S0001,C000787,2025-07-02T09:01:40,In-Store,8048,509,8557
T00000623,S0001,C000365,2025-07-02T08:25:16,In-Store,10724,466,11190
T00000624,S0001,C000812,2025-07-02T10:17:00,In-Store,5070,300,5370
T00000625,S0001,C000734,2025-07-02T13:54:20,In-Store,7945,381,8326
T00000626,S0001,C000915,2025-07-02T15:02:13,In-Store,1777,93,1870
T00000627,S0001,,2025-07-02T08:10:48,In-Store,1602,143,1745
T00000628,S0001,,2025-07-02T16:21:24,In-Store,14384,1039,15423
T00000629,S0001,C000574,2025-07-02T09:29:41,In-Store,17950,1472,19422
T00000630,S0001,,2025-07-02T17:43:38,In-Store,10305,271,10576
T00000631,S0001,C000462,2025-07-02T13:05:31,In-Store,6535,282,6817
T00000632,S0001,C000721,2025-07-02T17:21:56,In-Store,10420,740,11160
T00000633,S0001,C000469,2025-07-02T16:11:21,In-Store,5225,289,5514
T00000634,S0001,C000034,2025-07-02T19:47:55,In-Store,3902,0,3902
T00000635,S0001,C000213,2025-07-02T08:49:12,In-Store,11506,294,11800
T00000636,S0001,C000734,2025-07-02T09:25:54,In-Store,21016,779,21795
T00000637,S0001,,2025-07-02T18:34:40,In-Store,7567,547,8114
T00000638,S0001,C000992,2025-07-02T08:18:19,In-Store,11676,779,12455
T00000639,S0001,C000198,2025-07-02T08:04:01,In-Store,19418,1553,20971
T00000640,S0001,C000207,2025-07-02T08:35:15,In-Store,4300,150,4450
T00000641,S0001,C000186,2025-07-02T09:19:17,In-Store,6575,584,7159
T00000642,S0001,C000062,2025-07-02T17:57:23,In-Store,8854,41,8895
T00000643,S0001,,2025-07-02T10:33:20,In-Store,8416,487,8903
T00000644,S0001,C000334,2025-07-02T08:05:53,In-Store,8728,143,8871
T00000645,S0001,C000034,2025-07-02T11:54:36,In-Store,6645,138,6783
T00000646,S0001,C000322,2025-07-02T08:15:32,In-Store,5755,286,6041
T00000647,S0001,C000876,2025-07-02T13:34:37,In-Store,7501,420,7921
T00000648,S0001,C000406,2025-07-02T16:13:44,In-Store,6543,276,6819
T00000649,S0001,,2025-07-02T14:00:36,In-Store,6001,401,6402
T00000650,S0001,C000154,2025-07-02T13:04:56,In-Store,6853,403,7256
T00000651,S0001,C000301,2025-07-02T19:40:50,In-Store,3096,0,3096
T00000652,S0001,C000419,2025-07-02T09:46:57,In-Store,8880,380,9260
T00000653,S0001,C000078,2025-07-02T17:48:42,In-Store,6535,0,6535
T00000654,S0001,C000541,2025-07-02T19:36:23,In-Store,2678,176,2854
T00000655,S0001,C000939,2025-07-02T08:19:40,In-Store,5434,408,5842
T00000656,S0001,C000600,2025-07-02T16:36:24,In-Store,1823,0,1823
T00000657,S0001,C000384,2025-07-02T10:22:39,In-Store,7211,422,7633
T00000658,S0001,C000439,2025-07-02T09:26:55,In-Store,5909,96,6005
T00000659,S0001,C000863,2025-07-02T13:17:52,In-Store,4090,88,4178
T00000660,S0001,C000504,2025-07-02T16:51:40,In-Store,9861,419,10280
T00000661,S0001,C000543,2025-07-02T11:18:13,In-Store,13255,342,13597
T00000662,S0001,C000381,2025-07-02T13:40:07,In-Store,8457,660,9117
T00000663,S0001,C000073,2025-07-02T17:18:35,In-Store,5806,415,6221
T00000664,S0001,C000781,2025-07-02T08:06:14,In-Store,10929,422,11351
T00000665,S0001,C000911,2025-07-02T10:31:37,In-Store,6075,249,6324
T00000666,S0001,C000673,2025-07-02T10:35:13,In-Store,9005,474,9479
T00000667,S0001,C000734,2025-07-02T19:14:49,Online,4314,0,4314
T00000668,S0001,C000207,2025-07-02T20:16:57,Online,3337,0,3337
T00000669,S0001,C000117,2025-07-02T19:42:31,Online,12453,729,13182
T00000670,S0001,,2025-07-02T21:47:18,Online,4197,77,4274
T00000671,S0001,C000694,2025-07-02T10:55:10,Online,6285,83,6368
T00000672,S0001,C000204,2025-07-02T09:27:45,Online,6873,558,7431
T00000673,S0001,C000844,2025-07-02T13:09:50,Online,2691,125,2816
T00000674,S0001,C000278,2025-07-02T12:02:42,Online,18867,255,19122
T00000675,S0001,C000242,2025-07-02T13:17:28,Online,3506,220,3726
T00000676,S0001,C000054,2025-07-02T09:50:42,Online,8260,414,8674
T00000677,S0001,C000503,2025-07-02T20:16:20,Online,18602,993,19595
T00000678,S0001,C000601,2025-07-02T10:50:26,Online,4531,69,4600
T00000679,S0001,C000422,2025-07-02T11:46:29,Online,16343,710,17053
T00000680,S0001,C000681,2025-07-02T09:18:50,Online,18879,1076,19955
T00000681,S0001,,2025-07-02T20:11:44,Online,2781,0,2781
T00000682,S0001,C000544,2025-07-02T10:08:09,Online,4058,256,4314
T00000683,S0001,C000592,2025-07-02T19:06:00,Online,7734,687,8421
T00000684,S0001,C000845,2025-07-02T19:09:02,Online,2353,159,2512
