product_id,upc,brand,product_name,category,subcategory,size,unit_of_measure,base_price_cents,tax_code,is_perishable,is_age_restricted,brand_tier,created_date
P00167,100000000166,Gotham Goods,Gotham Goods Tomato Sauce 750 ml,Condiments/Sauces/Spices,Tomato Sauce,750 ml,ml,610,FOOD_NONTAX,False,False,National,2024-01-15
P00168,100000000167,Mancino Private Label,Mancino Private Label Frozen Pizza 750 ml,Frozen Foods,Frozen Pizza,750 ml,ml,782,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00169,100000000168,EastRiver,EastRiver Wine 32 oz,Alcohol,Wine,32 oz,oz,1608,ALCOHOL,False,True,National,2024-01-15
P00170,100000000169,SoHo Artisan,SoHo Artisan Wine 16 oz,Alcohol,Wine,16 oz,oz,1574,ALCOHOL,False,True,Premium,2024-01-15
P00171,100000000170,Hudson Valley,Hudson Valley Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,720,FOOD_NONTAX,True,False,National,2024-01-15
P00172,100000000171,Harbor & Co.,Harbor & Co. Chocolate 750 ml,Candy,Chocolate,750 ml,ml,242,FOOD_TAXABLE,False,False,National,2024-01-15
P00173,100000000172,EastRiver,EastRiver Chocolate 2 lb,Candy,Chocolate,2 lb,lb,198,FOOD_TAXABLE,False,False,National,2024-01-15
P00174,100000000173,Mancino Private Label,Mancino Private Label Pasta 16 oz,Grains and Pasta,Pasta,16 oz,oz,312,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00175,100000000174,Mancino Select,Mancino Select Beer 32 oz,Alcohol,Beer,32 oz,oz,1558,ALCOHOL,False,True,Private Label,2024-01-15
P00176,100000000175,Mancino Private Label,Mancino Private Label Frozen Pizza 16 oz,Frozen Foods,Frozen Pizza,16 oz,oz,763,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00177,100000000176,Gotham Goods,Gotham Goods Cat Kibble 2 lb,Pet Food,Cat Kibble,2 lb,lb,1470,FOOD_TAXABLE,False,False,National,2024-01-15
P00178,100000000177,Harbor & Co.,Harbor & Co. Salmon 2 lb,Meat and Seafood,Salmon,2 lb,lb,982,FOOD_NONTAX,True,False,National,2024-01-15
P00179,100000000178,Mancino Select,Mancino Select Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,162,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00180,100000000179,Village Choice,Village Choice Prepared Salad 16 oz,Prepared Meals,Prepared Salad,16 oz,oz,936,FOOD_TAXABLE,True,False,Premium,2024-01-15
P00181,100000000180,Hudson Valley,Hudson Valley Soda 12 pk,Beverages,Soda,12 pk,ct,490,FOOD_TAXABLE,False,False,National,2024-01-15
P00182,100000000181,Mancino Essentials,Mancino Essentials Wine 12 oz,Alcohol,Wine,12 oz,oz,1568,ALCOHOL,False,True,Private Label,2024-01-15
P00183,100000000182,Fifth Ave Reserve,Fifth Ave Reserve Yogurt 1 L,Dairy & Eggs,Yogurt,1 L,L,493,FOOD_NONTAX,True,False,Premium,2024-01-15
P00184,100000000183,Harbor & Co.,Harbor & Co. Sparkling Water 32 oz,Beverages,Sparkling Water,32 oz,oz,424,FOOD_TAXABLE,False,False,National,2024-01-15
P00185,100000000184,Hudson Valley,Hudson Valley Milk 24 oz,Dairy & Eggs,Milk,24 oz,oz,502,FOOD_NONTAX,True,False,National,2024-01-15
P00186,100000000185,Harbor & Co.,Harbor & Co. Cold Cuts 12 oz,Deli,Cold Cuts,12 oz,oz,616,FOOD_NONTAX,True,False,National,2024-01-15
P00187,100000000186,Mancino Private Label,Mancino Private Label Chocolate 12 oz,Candy,Chocolate,12 oz,oz,266,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00188,100000000187,MetroFresh,MetroFresh Soda 1 lb,Beverages,Soda,1 lb,lb,699,FOOD_TAXABLE,False,False,National,2024-01-15
P00189,100000000188,MetroFresh,MetroFresh Chocolate 1 lb,Candy,Chocolate,1 lb,lb,424,FOOD_TAXABLE,False,False,National,2024-01-15
P00190,100000000189,Hudson Valley,Hudson Valley Beer 1 lb,Alcohol,Beer,1 lb,lb,1463,ALCOHOL,False,True,National,2024-01-15
P00191,100000000190,Gotham Goods,Gotham Goods Cat Kibble 1 L,Pet Food,Cat Kibble,1 L,L,1398,FOOD_TAXABLE,False,False,National,2024-01-15
P00192,100000000191,Harbor & Co.,Harbor & Co. Tomato Sauce 1 lb,Condiments/Sauces/Spices,Tomato Sauce,1 lb,lb,494,FOOD_NONTAX,False,False,National,2024-01-15
P00193,100000000192,Gotham Goods,Gotham Goods Chicken 1 lb,Meat and Seafood,Chicken,1 lb,lb,1272,FOOD_NONTAX,True,False,National,2024-01-15
P00194,100000000193,EastRiver,EastRiver Beer 6 pk,Alcohol,Beer,6 pk,ct,1546,ALCOHOL,False,True,National,2024-01-15
P00195,100000000194,Harbor & Co.,Harbor & Co. Cereal 12 oz,Breakfast & Cereal,Cereal,12 oz,oz,474,FOOD_NONTAX,False,False,National,2024-01-15
P00196,100000000195,Mancino Essentials,Mancino Essentials Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,419,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00197,100000000196,Hudson Valley,Hudson Valley Soda 32 oz,Beverages,Soda,32 oz,oz,418,FOOD_TAXABLE,False,False,National,2024-01-15
P00198,100000000197,Mancino Essentials,Mancino Essentials Bread 24 oz,Bakery,Bread,24 oz,oz,487,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00199,100000000198,Gotham Goods,Gotham Goods Beer 750 ml,Alcohol,Beer,750 ml,ml,1705,ALCOHOL,False,True,National,2024-01-15
P00200,100000000199,Mancino Select,Mancino Select Wine 6 pk,Alcohol,Wine,6 pk,ct,1477,ALCOHOL,False,True,Private Label,2024-01-15
P00201,100000000200,Gotham Goods,Gotham Goods Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,982,FOOD_NONTAX,False,False,National,2024-01-15
P00202,100000000201,Gotham Goods,Gotham Goods Prepared Salad 1 lb,Prepared Meals,Prepared Salad,1 lb,lb,912,FOOD_TAXABLE,True,False,National,2024-01-15
P00203,100000000202,Mancino Select,Mancino Select Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,611,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00204,100000000203,EastRiver,EastRiver Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1464,FOOD_TAXABLE,False,False,National,2024-01-15
P00205,100000000204,Harbor & Co.,Harbor & Co. Beer 16 oz,Alcohol,Beer,16 oz,oz,1749,ALCOHOL,False,True,National,2024-01-15
P00206,100000000205,MetroFresh,MetroFresh Beer 24 oz,Alcohol,Beer,24 oz,oz,1641,ALCOHOL,False,True,National,2024-01-15
P00207,100000000206,Harbor & Co.,Harbor & Co. Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,553,FOOD_NONTAX,True,False,National,2024-01-15
P00208,100000000207,SoHo Artisan,SoHo Artisan Chocolate 12 pk,Candy,Chocolate,12 pk,ct,367,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00209,100000000208,MetroFresh,MetroFresh Cat Kibble 1 lb,Pet Food,Cat Kibble,1 lb,lb,1471,FOOD_TAXABLE,False,False,National,2024-01-15
P00210,100000000209,SoHo Artisan,SoHo Artisan Yogurt 1 L,Dairy & Eggs,Yogurt,1 L,L,386,FOOD_NONTAX,True,False,Premium,2024-01-15
P00211,100000000210,Mancino Private Label,Mancino Private Label Cereal 1 lb,Breakfast & Cereal,Cereal,1 lb,lb,677,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00212,100000000211,SoHo Artisan,SoHo Artisan Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,284,FOOD_NONTAX,True,False,Premium,2024-01-15
P00213,100000000212,Mancino Select,Mancino Select Prepared Salad 32 oz,Prepared Meals,Prepared Salad,32 oz,oz,889,FOOD_TAXABLE,True,False,Private Label,2024-01-15
P00214,100000000213,Mancino Essentials,Mancino Essentials Soda 6 pk,Beverages,Soda,6 pk,ct,462,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00215,100000000214,Mancino Private Label,Mancino Private Label Sparkling Water 6 pk,Beverages,Sparkling Water,6 pk,ct,571,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00216,100000000215,Hudson Valley,Hudson Valley Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,380,FOOD_NONTAX,False,False,National,2024-01-15
P00217,100000000216,Hudson Valley,Hudson Valley Wine 12 oz,Alcohol,Wine,12 oz,oz,1588,ALCOHOL,False,True,National,2024-01-15
P00218,100000000217,Gotham Goods,Gotham Goods Pasta 24 oz,Grains and Pasta,Pasta,24 oz,oz,270,FOOD_NONTAX,False,False,National,2024-01-15
P00219,100000000218,Fifth Ave Reserve,Fifth Ave Reserve Soda 1 L,Beverages,Soda,1 L,L,615,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00220,100000000219,EastRiver,EastRiver Dog Kibble 2 lb,Pet Food,Dog Kibble,2 lb,lb,1494,FOOD_TAXABLE,False,False,National,2024-01-15
P00221,100000000220,Gotham Goods,Gotham Goods Salmon 1 L,Meat and Seafood,Salmon,1 L,L,1129,FOOD_NONTAX,True,False,National,2024-01-15
P00222,100000000221,Gotham Goods,Gotham Goods Tomato Sauce 12 oz,Condiments/Sauces/Spices,Tomato Sauce,12 oz,oz,694,FOOD_NONTAX,False,False,National,2024-01-15
P00223,100000000222,Hudson Valley,Hudson Valley Cat Kibble 2 lb,Pet Food,Cat Kibble,2 lb,lb,1667,FOOD_TAXABLE,False,False,National,2024-01-15
P00224,100000000223,Hudson Valley,Hudson Valley Cat Kibble 24 oz,Pet Food,Cat Kibble,24 oz,oz,1423,FOOD_TAXABLE,False,False,National,2024-01-15
P00225,100000000224,Mancino Select,Mancino Select Sparkling Water 750 ml,Beverages,Sparkling Water,750 ml,ml,471,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00226,100000000225,EastRiver,EastRiver Flour 32 oz,Baking,Flour,32 oz,oz,517,FOOD_NONTAX,False,False,National,2024-01-15
P00227,100000000226,MetroFresh,MetroFresh Pasta 1 L,Grains and Pasta,Pasta,1 L,L,456,FOOD_NONTAX,False,False,National,2024-01-15
P00228,100000000227,Mancino Select,Mancino Select Cereal 1 lb,Breakfast & Cereal,Cereal,1 lb,lb,529,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00229,100000000228,Mancino Private Label,Mancino Private Label Tomato Sauce 12 pk,Condiments/Sauces/Spices,Tomato Sauce,12 pk,ct,383,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00230,100000000229,Gotham Goods,Gotham Goods Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1425,FOOD_TAXABLE,False,False,National,2024-01-15
P00231,100000000230,Mancino Select,Mancino Select Chocolate 1 lb,Candy,Chocolate,1 lb,lb,496,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00232,100000000231,Fifth Ave Reserve,Fifth Ave Reserve Bread 1 L,Bakery,Bread,1 L,L,406,FOOD_NONTAX,True,False,Premium,2024-01-15
P00233,100000000232,Harbor & Co.,Harbor & Co. Beer 32 oz,Alcohol,Beer,32 oz,oz,1765,ALCOHOL,False,True,National,2024-01-15
P00234,100000000233,Hudson Valley,Hudson Valley Frozen Pizza 12 oz,Frozen Foods,Frozen Pizza,12 oz,oz,716,FOOD_NONTAX,False,False,National,2024-01-15
P00235,100000000234,MetroFresh,MetroFresh Chicken 12 oz,Meat and Seafood,Chicken,12 oz,oz,1297,FOOD_NONTAX,True,False,National,2024-01-15
P00236,100000000235,MetroFresh,MetroFresh Beer 32 oz,Alcohol,Beer,32 oz,oz,1463,ALCOHOL,False,True,National,2024-01-15
P00237,100000000236,Mancino Select,Mancino Select Chicken 1 lb,Meat and Seafood,Chicken,1 lb,lb,1217,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00238,100000000237,Mancino Essentials,Mancino Essentials Soda 6 pk,Beverages,Soda,6 pk,ct,405,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00239,100000000238,MetroFresh,MetroFresh Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,1220,FOOD_NONTAX,True,False,National,2024-01-15
P00240,100000000239,Gotham Goods,Gotham Goods Sparkling Water 1 L,Beverages,Sparkling Water,1 L,L,360,FOOD_TAXABLE,False,False,National,2024-01-15
P00241,100000000240,Gotham Goods,Gotham Goods Tomato Sauce 16 oz,Condiments/Sauces/Spices,Tomato Sauce,16 oz,oz,561,FOOD_NONTAX,False,False,National,2024-01-15
P00242,100000000241,Fifth Ave Reserve,Fifth Ave Reserve Bread 16 oz,Bakery,Bread,16 oz,oz,467,FOOD_NONTAX,True,False,Premium,2024-01-15
P00243,100000000242,Harbor & Co.,Harbor & Co. Yogurt 1 L,Dairy & Eggs,Yogurt,1 L,L,412,FOOD_NONTAX,True,False,National,2024-01-15
P00244,100000000243,Hudson Valley,Hudson Valley Potato Chips 750 ml,Snacks/Cookies/Chips,Potato Chips,750 ml,ml,569,FOOD_NONTAX,False,False,National,2024-01-15
P00245,100000000244,Gotham Goods,Gotham Goods Flour 12 pk,Baking,Flour,12 pk,ct,438,FOOD_NONTAX,False,False,National,2024-01-15
P00246,100000000245,Fifth Ave Reserve,Fifth Ave Reserve Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,670,FOOD_NONTAX,False,False,Premium,2024-01-15
P00247,100000000246,MetroFresh,MetroFresh Salmon 12 oz,Meat and Seafood,Salmon,12 oz,oz,971,FOOD_NONTAX,True,False,National,2024-01-15
P00248,100000000247,Harbor & Co.,Harbor & Co. Tomato Sauce 24 oz,Condiments/Sauces/Spices,Tomato Sauce,24 oz,oz,351,FOOD_NONTAX,False,False,National,2024-01-15
P00249,100000000248,Mancino Select,Mancino Select Salmon 1 L,Meat and Seafood,Salmon,1 L,L,1260,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00250,100000000249,MetroFresh,MetroFresh Dog Kibble 1 L,Pet Food,Dog Kibble,1 L,L,1423,FOOD_TAXABLE,False,False,National,2024-01-15
P00251,100000000250,Mancino Private Label,Mancino Private Label Soda 24 oz,Beverages,Soda,24 oz,oz,431,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00252,100000000251,Hudson Valley,Hudson Valley Flour 750 ml,Baking,Flour,750 ml,ml,394,FOOD_NONTAX,False,False,National,2024-01-15
P00253,100000000252,Mancino Private Label,Mancino Private Label Chocolate 32 oz,Candy,Chocolate,32 oz,oz,486,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00254,100000000253,Mancino Private Label,Mancino Private Label Frozen Pizza 6 pk,Frozen Foods,Frozen Pizza,6 pk,ct,812,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00255,100000000254,MetroFresh,MetroFresh Wine 1 L,Alcohol,Wine,1 L,L,1775,ALCOHOL,False,True,National,2024-01-15
P00256,100000000255,EastRiver,EastRiver Cold Cuts 32 oz,Deli,Cold Cuts,32 oz,oz,747,FOOD_NONTAX,True,False,National,2024-01-15
P00257,100000000256,Hudson Valley,Hudson Valley Soda 1 L,Beverages,Soda,1 L,L,554,FOOD_TAXABLE,False,False,National,2024-01-15
P00258,100000000257,Gotham Goods,Gotham Goods Flour 12 oz,Baking,Flour,12 oz,oz,632,FOOD_NONTAX,False,False,National,2024-01-15
P00259,100000000258,Hudson Valley,Hudson Valley Flour 24 oz,Baking,Flour,24 oz,oz,665,FOOD_NONTAX,False,False,National,2024-01-15
P00260,100000000259,MetroFresh,MetroFresh Pasta 1 lb,Grains and Pasta,Pasta,1 lb,lb,197,FOOD_NONTAX,False,False,National,2024-01-15
P00261,100000000260,Harbor & Co.,Harbor & Co. Wine 16 oz,Alcohol,Wine,16 oz,oz,1493,ALCOHOL,False,True,National,2024-01-15
P00262,100000000261,Mancino Select,Mancino Select Beer 1 L,Alcohol,Beer,1 L,L,1704,ALCOHOL,False,True,Private Label,2024-01-15
P00263,100000000262,Harbor & Co.,Harbor & Co. Tomato Sauce 32 oz,Condiments/Sauces/Spices,Tomato Sauce,32 oz,oz,362,FOOD_NONTAX,False,False,National,2024-01-15
P00264,100000000263,Harbor & Co.,Harbor & Co. Chocolate 24 oz,Candy,Chocolate,24 oz,oz,373,FOOD_TAXABLE,False,False,National,2024-01-15
P00265,100000000264,Harbor & Co.,Harbor & Co. Wine 12 pk,Alcohol,Wine,12 pk,ct,1625,ALCOHOL,False,True,National,2024-01-15
P00266,100000000265,EastRiver,EastRiver Tomato Sauce 2 lb,Condiments/Sauces/Spices,Tomato Sauce,2 lb,lb,481,FOOD_NONTAX,False,False,National,2024-01-15
P00267,100000000266,Mancino Essentials,Mancino Essentials Potato Chips 24 oz,Snacks/Cookies/Chips,Potato Chips,24 oz,oz,269,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00268,100000000267,Mancino Essentials,Mancino Essentials Bread 12 pk,Bakery,Bread,12 pk,ct,329,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00269,100000000268,Mancino Private Label,Mancino Private Label Soda 16 oz,Beverages,Soda,16 oz,oz,505,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00270,100000000269,Village Choice,Village Choice Soda 1 lb,Beverages,Soda,1 lb,lb,621,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00271,100000000270,Village Choice,Village Choice Chocolate 2 lb,Candy,Chocolate,2 lb,lb,392,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00272,100000000271,Gotham Goods,Gotham Goods Chicken 12 oz,Meat and Seafood,Chicken,12 oz,oz,1245,FOOD_NONTAX,True,False,National,2024-01-15
P00273,100000000272,Harbor & Co.,Harbor & Co. Cereal 2 lb,Breakfast & Cereal,Cereal,2 lb,lb,486,FOOD_NONTAX,False,False,National,2024-01-15
P00274,100000000273,EastRiver,EastRiver Yogurt 12 oz,Dairy & Eggs,Yogurt,12 oz,oz,257,FOOD_NONTAX,True,False,National,2024-01-15
P00275,100000000274,Gotham Goods,Gotham Goods Beer 16 oz,Alcohol,Beer,16 oz,oz,1593,ALCOHOL,False,True,National,2024-01-15
P00276,100000000275,Gotham Goods,Gotham Goods Cold Cuts 12 pk,Deli,Cold Cuts,12 pk,ct,826,FOOD_NONTAX,True,False,National,2024-01-15
P00277,100000000276,Gotham Goods,Gotham Goods Potato Chips 2 lb,Snacks/Cookies/Chips,Potato Chips,2 lb,lb,408,FOOD_NONTAX,False,False,National,2024-01-15
P00278,100000000277,MetroFresh,MetroFresh Sparkling Water 1 L,Beverages,Sparkling Water,1 L,L,423,FOOD_TAXABLE,False,False,National,2024-01-15
P00279,100000000278,Mancino Select,Mancino Select Bread 16 oz,Bakery,Bread,16 oz,oz,432,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00280,100000000279,Hudson Valley,Hudson Valley Potato Chips 12 oz,Snacks/Cookies/Chips,Potato Chips,12 oz,oz,569,FOOD_NONTAX,False,False,National,2024-01-15
P00281,100000000280,EastRiver,EastRiver Cold Cuts 1 L,Deli,Cold Cuts,1 L,L,688,FOOD_NONTAX,True,False,National,2024-01-15
P00282,100000000281,EastRiver,EastRiver Chocolate 12 oz,Candy,Chocolate,12 oz,oz,369,FOOD_TAXABLE,False,False,National,2024-01-15
P00283,100000000282,Harbor & Co.,Harbor & Co. Salmon 1 L,Meat and Seafood,Salmon,1 L,L,1005,FOOD_NONTAX,True,False,National,2024-01-15
P00284,100000000283,Hudson Valley,Hudson Valley Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,320,FOOD_NONTAX,True,False,National,2024-01-15
P00285,100000000284,Harbor & Co.,Harbor & Co. Milk 750 ml,Dairy & Eggs,Milk,750 ml,ml,524,FOOD_NONTAX,True,False,National,2024-01-15
P00286,100000000285,EastRiver,EastRiver Sparkling Water 32 oz,Beverages,Sparkling Water,32 oz,oz,551,FOOD_TAXABLE,False,False,National,2024-01-15
P00287,100000000286,MetroFresh,MetroFresh Prepared Salad 32 oz,Prepared Meals,Prepared Salad,32 oz,oz,868,FOOD_TAXABLE,True,False,National,2024-01-15
P00288,100000000287,Mancino Private Label,Mancino Private Label Chicken 2 lb,Meat and Seafood,Chicken,2 lb,lb,1144,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00289,100000000288,Mancino Select,Mancino Select Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,795,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00290,100000000289,Fifth Ave Reserve,Fifth Ave Reserve Cereal 1 L,Breakfast & Cereal,Cereal,1 L,L,649,FOOD_NONTAX,False,False,Premium,2024-01-15
P00291,100000000290,Harbor & Co.,Harbor & Co. Milk 1 lb,Dairy & Eggs,Milk,1 lb,lb,343,FOOD_NONTAX,True,False,National,2024-01-15
P00292,100000000291,Fifth Ave Reserve,Fifth Ave Reserve Wine 2 lb,Alcohol,Wine,2 lb,lb,1570,ALCOHOL,False,True,Premium,2024-01-15
P00293,100000000292,Gotham Goods,Gotham Goods Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,650,FOOD_NONTAX,False,False,National,2024-01-15
P00294,100000000293,Gotham Goods,Gotham Goods Wine 12 pk,Alcohol,Wine,12 pk,ct,1606,ALCOHOL,False,True,National,2024-01-15
P00295,100000000294,Mancino Essentials,Mancino Essentials Wine 16 oz,Alcohol,Wine,16 oz,oz,1671,ALCOHOL,False,True,Private Label,2024-01-15
P00296,100000000295,Fifth Ave Reserve,Fifth Ave Reserve Frozen Pizza 12 pk,Frozen Foods,Frozen Pizza,12 pk,ct,991,FOOD_NONTAX,False,False,Premium,2024-01-15
P00297,100000000296,SoHo Artisan,SoHo Artisan Prepared Salad 1 lb,Prepared Meals,Prepared Salad,1 lb,lb,795,FOOD_TAXABLE,True,False,Premium,2024-01-15
P00298,100000000297,Village Choice,Village Choice Soda 32 oz,Beverages,Soda,32 oz,oz,398,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00299,100000000298,Mancino Select,Mancino Select Flour 750 ml,Baking,Flour,750 ml,ml,481,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00300,100000000299,Hudson Valley,Hudson Valley Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,391,FOOD_NONTAX,False,False,National,2024-01-15
P00301,100000000300,EastRiver,EastRiver Beer 1 lb,Alcohol,Beer,1 lb,lb,1691,ALCOHOL,False,True,National,2024-01-15
P00302,100000000301,Harbor & Co.,Harbor & Co. Potato Chips 24 oz,Snacks/Cookies/Chips,Potato Chips,24 oz,oz,326,FOOD_NONTAX,False,False,National,2024-01-15
P00303,100000000302,Mancino Select,Mancino Select Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,348,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00304,100000000303,Village Choice,Village Choice Potato Chips 32 oz,Snacks/Cookies/Chips,Potato Chips,32 oz,oz,314,FOOD_NONTAX,False,False,Premium,2024-01-15
P00305,100000000304,Harbor & Co.,Harbor & Co. Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,762,FOOD_NONTAX,True,False,National,2024-01-15
P00306,100000000305,Mancino Essentials,Mancino Essentials Bread 6 pk,Bakery,Bread,6 pk,ct,293,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00307,100000000306,Gotham Goods,Gotham Goods Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,555,FOOD_NONTAX,False,False,National,2024-01-15
P00308,100000000307,SoHo Artisan,SoHo Artisan Pasta 32 oz,Grains and Pasta,Pasta,32 oz,oz,345,FOOD_NONTAX,False,False,Premium,2024-01-15
P00309,100000000308,Mancino Private Label,Mancino Private Label Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,387,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00310,100000000309,Harbor & Co.,Harbor & Co. Flour 24 oz,Baking,Flour,24 oz,oz,481,FOOD_NONTAX,False,False,National,2024-01-15
P00311,100000000310,SoHo Artisan,SoHo Artisan Salmon 2 lb,Meat and Seafood,Salmon,2 lb,lb,1216,FOOD_NONTAX,True,False,Premium,2024-01-15
P00312,100000000311,Mancino Private Label,Mancino Private Label Soda 24 oz,Beverages,Soda,24 oz,oz,578,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00313,100000000312,Mancino Essentials,Mancino Essentials Bread 24 oz,Bakery,Bread,24 oz,oz,437,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00314,100000000313,Mancino Private Label,Mancino Private Label Bread 12 pk,Bakery,Bread,12 pk,ct,547,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00315,100000000314,MetroFresh,MetroFresh Flour 6 pk,Baking,Flour,6 pk,ct,520,FOOD_NONTAX,False,False,National,2024-01-15
P00316,100000000315,Mancino Select,Mancino Select Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1541,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00317,100000000316,Mancino Private Label,Mancino Private Label Tomato Sauce 12 oz,Condiments/Sauces/Spices,Tomato Sauce,12 oz,oz,448,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00318,100000000317,Village Choice,Village Choice Cereal 750 ml,Breakfast & Cereal,Cereal,750 ml,ml,593,FOOD_NONTAX,False,False,Premium,2024-01-15
P00319,100000000318,Mancino Private Label,Mancino Private Label Frozen Pizza 24 oz,Frozen Foods,Frozen Pizza,24 oz,oz,804,FOOD_NONTAX,False,False,Private Label,2024-01-15
