product_id,product_name,brand,category,subcategory,unit_size,price,unit_cost
P01075,NoHo Co Popcorn 2 lb,NoHo Co,Snacks/Cookies/Chips,Popcorn,2 lb,2.45,1.64
P01076,Parkside Prepared 1 ct,Parkside,Deli,Prepared,1 ct,6.67,3.71
P01077,Parkside Dog Food 32 oz,Parkside,Pet Food,Dog Food,32 oz,8.02,5.18
P01078,Nolita Fresh Cakes 8 oz,Nolita Fresh,Bakery,Cakes,8 oz,4.01,2.24
P01079,NoHo Co Prepared 1 ct,NoHo Co,Deli,Prepared,1 ct,5.87,3.46
P01080,Hudson Valley Rice 6 pack,Hudson Valley,Grains and Pasta,Rice,6 pack,2.28,1.27
P01081,Gotham Sugar 24 oz,Gotham,Baking,Sugar,24 oz,3.28,2.04
P01082,Harbor View Flour 12 oz,Harbor View,Baking,Flour,12 oz,5.22,4.05
P01083,Gotham Noodles 16 oz,Gotham,Grains and Pasta,Noodles,16 oz,2.98,2.09
P01084,Rivertown Nuts 1 lb,Rivertown,Snacks/Cookies/Chips,Nuts,1 lb,2.76,2.09
P01085,Hudson Valley Treats 12 oz,Hudson Valley,Pet Food,Treats,12 oz,6.81,4.4
P01086,Harbor View Spices 12 pack,Harbor View,Condiments/Sauces/Spices,Spices,12 pack,3.91,2.48
P01087,NoHo Co Hard Candy 6 pack,NoHo Co,Candy,Hard Candy,6 pack,1.85,1.27
P01088,Nolita Fresh Dog Food 1 ct,Nolita Fresh,Pet Food,Dog Food,1 ct,7.25,4.97
P01089,Hudson Valley Meals 2 lb,Hudson Valley,Frozen Foods,Meals,2 lb,7.62,5.03
P01090,Chelsea Star Sugar 1 ct,Chelsea Star,Baking,Sugar,1 ct,3.97,2.48
P01091,Hudson Valley Pizza 1 ct,Hudson Valley,Frozen Foods,Pizza,1 ct,5.34,3.01
P01092,Rivertown Salads 12 pack,Rivertown,Prepared Meals,Salads,12 pack,6.85,4.35
P01093,Harbor View Cat Food 32 oz,Harbor View,Pet Food,Cat Food,32 oz,4.27,2.97
P01094,Chelsea Star Soy Sauce 1 ct,Chelsea Star,Condiments/Sauces/Spices,Soy Sauce,1 ct,4.22,2.47
P01095,Empire Milk 32 oz,Empire,Dairy & Eggs,Milk,32 oz,5.88,3.95
P01096,Chelsea Star Mustard 1 ct,Chelsea Star,Condiments/Sauces/Spices,Mustard,1 ct,2.78,1.81
P01097,Mancino Noodles 2 lb,Mancino,Grains and Pasta,Noodles,2 lb,3.29,2.32
P01098,Nolita Fresh Cat Food 24 oz,Nolita Fresh,Pet Food,Cat Food,24 oz,11.42,6.86
P01099,Parkside Spirits 32 oz,Parkside,Alcohol,Spirits,32 oz,10.68,7.14
P01100,Mancino Cat Food 1 lb,Mancino,Pet Food,Cat Food,1 lb,6.82,4.68
P01101,Rivertown Cookies 32 oz,Rivertown,Snacks/Cookies/Chips,Cookies,32 oz,3.2,2.19
P01102,Nolita Fresh Popcorn 12 oz,Nolita Fresh,Snacks/Cookies/Chips,Popcorn,12 oz,3.37,2.59
P01103,Empire Crackers 32 oz,Empire,Snacks/Cookies/Chips,Crackers,32 oz,3.24,1.88
P01104,GreenLeaf Fish 32 oz,GreenLeaf,Meat and Seafood,Fish,32 oz,8.16,6.11
P01105,Chelsea Star Fish 12 oz,Chelsea Star,Meat and Seafood,Fish,12 oz,10.51,8.26
P01106,Gotham Energy Drinks 2 lb,Gotham,Beverages,Energy Drinks,2 lb,2.74,1.61
P01107,NoHo Co Fish 1 lb,NoHo Co,Meat and Seafood,Fish,1 lb,9.89,6.63
P01108,NoHo Co Chips 16 oz,NoHo Co,Snacks/Cookies/Chips,Chips,16 oz,2.98,2.28
P01109,Nolita Fresh Pastries 12 pack,Nolita Fresh,Bakery,Pastries,12 pack,2.57,1.6
P01110,NoHo Co Mustard 1 ct,NoHo Co,Condiments/Sauces/Spices,Mustard,1 ct,4.8,2.88
P01111,Gotham Beer 24 oz,Gotham,Alcohol,Beer,24 oz,10.34,7.01
P01112,Gotham Chips 8 oz,Gotham,Snacks/Cookies/Chips,Chips,8 oz,4.23,2.85
P01113,GreenLeaf Milk 24 oz,GreenLeaf,Dairy & Eggs,Milk,24 oz,4.56,3.63
P01114,Parkside Granola 12 pack,Parkside,Breakfast & Cereal,Granola,12 pack,4.76,3.1
P01115,Village Choice Ketchup 8 oz,Village Choice,Condiments/Sauces/Spices,Ketchup,8 oz,3.99,2.77
P01116,Parkside Water 1 ct,Parkside,Beverages,Water,1 ct,3.53,2.79
P01117,Parkside Cheese 1 ct,Parkside,Dairy & Eggs,Cheese,1 ct,3.33,2.54
P01118,GreenLeaf Cheese 16 oz,GreenLeaf,Deli,Cheese,16 oz,5.78,3.81
P01119,Nolita Fresh Cookies 12 oz,Nolita Fresh,Snacks/Cookies/Chips,Cookies,12 oz,3.48,2.46
P01120,Harbor View Cereal 8 oz,Harbor View,Breakfast & Cereal,Cereal,8 oz,2.16,1.69
P01121,Gotham Sugar 24 oz,Gotham,Baking,Sugar,24 oz,3.48,2.51
P01122,Rivertown Rice 2 lb,Rivertown,Grains and Pasta,Rice,2 lb,2.27,1.66
P01123,Village Choice Cold Cuts 8 oz,Village Choice,Deli,Cold Cuts,8 oz,4.95,3.09
P01124,Village Choice Cheese 16 oz,Village Choice,Dairy & Eggs,Cheese,16 oz,3.87,2.48
P01125,Gotham Pizza 32 oz,Gotham,Frozen Foods,Pizza,32 oz,5.56,3.35
P01126,Nolita Fresh Ice Cream 32 oz,Nolita Fresh,Frozen Foods,Ice Cream,32 oz,8.06,6.36
P01127,GreenLeaf Soy Sauce 6 pack,GreenLeaf,Condiments/Sauces/Spices,Soy Sauce,6 pack,4.44,2.77
P01128,Parkside Oatmeal 32 oz,Parkside,Breakfast & Cereal,Oatmeal,32 oz,5.12,2.83
P01129,Chelsea Star Noodles 12 oz,Chelsea Star,Grains and Pasta,Noodles,12 oz,3.0,2.21
P01130,Village Choice Spirits 1 lb,Village Choice,Alcohol,Spirits,1 lb,13.65,7.99
P01131,Chelsea Star Prepared 1 ct,Chelsea Star,Deli,Prepared,1 ct,7.33,5.24
P01132,Village Choice Granola 12 oz,Village Choice,Breakfast & Cereal,Granola,12 oz,5.43,4.03
P01133,GreenLeaf Milk 32 oz,GreenLeaf,Dairy & Eggs,Milk,32 oz,3.82,2.19
P01134,Rivertown Quinoa 32 oz,Rivertown,Grains and Pasta,Quinoa,32 oz,3.27,2.2
P01135,Gotham Quinoa 16 oz,Gotham,Grains and Pasta,Quinoa,16 oz,2.4,1.56
P01136,Mancino Cold Cuts 1 ct,Mancino,Deli,Cold Cuts,1 ct,4.98,2.82
P01137,Village Choice Hot Sauce 16 oz,Village Choice,Condiments/Sauces/Spices,Hot Sauce,16 oz,2.87,2.16
P01138,Village Choice Beef 6 pack,Village Choice,Meat and Seafood,Beef,6 pack,8.33,6.56
P01139,Harbor View Granola 2 lb,Harbor View,Breakfast & Cereal,Granola,2 lb,2.8,1.59
P01140,Chelsea Star Ketchup 1 ct,Chelsea Star,Condiments/Sauces/Spices,Ketchup,1 ct,3.69,2.49
P01141,GreenLeaf Crackers 24 oz,GreenLeaf,Snacks/Cookies/Chips,Crackers,24 oz,3.54,1.99
P01142,Village Choice Noodles 1 lb,Village Choice,Grains and Pasta,Noodles,1 lb,3.16,1.8
P01143,Empire Cheese 12 pack,Empire,Deli,Cheese,12 pack,4.01,2.44
P01144,Hudson Valley Baking Mix 6 pack,Hudson Valley,Baking,Baking Mix,6 pack,2.89,1.79
P01145,Nolita Fresh Baking Mix 12 pack,Nolita Fresh,Baking,Baking Mix,12 pack,4.31,2.72
P01146,Village Choice Wraps 1 lb,Village Choice,Prepared Meals,Wraps,1 lb,7.62,5.1
P01147,Gotham Pasta 1 lb,Gotham,Grains and Pasta,Pasta,1 lb,2.93,2.33
P01148,Rivertown Coffee 2 lb,Rivertown,Beverages,Coffee,2 lb,2.2,1.54
P01149,GreenLeaf Bowls 32 oz,GreenLeaf,Prepared Meals,Bowls,32 oz,11.24,6.53
P01150,Parkside Ice Cream 12 oz,Parkside,Frozen Foods,Ice Cream,12 oz,4.69,3.62
P01151,Village Choice Milk 1 ct,Village Choice,Dairy & Eggs,Milk,1 ct,1.65,1.15
P01152,Parkside Pizza 24 oz,Parkside,Frozen Foods,Pizza,24 oz,6.81,4.81
P01153,Village Choice Cold Cuts 2 lb,Village Choice,Deli,Cold Cuts,2 lb,6.32,3.86
P01154,Harbor View Cheese 8 oz,Harbor View,Deli,Cheese,8 oz,5.31,3.87
P01155,Empire Crackers 24 oz,Empire,Snacks/Cookies/Chips,Crackers,24 oz,3.38,2.33
P01156,Chelsea Star Mints 6 pack,Chelsea Star,Candy,Mints,6 pack,2.84,1.93
P01157,Nolita Fresh Baking Mix 16 oz,Nolita Fresh,Baking,Baking Mix,16 oz,3.86,2.38
P01158,Parkside Salads 1 lb,Parkside,Prepared Meals,Salads,1 lb,7.04,4.75
P01159,GreenLeaf Rice 8 oz,GreenLeaf,Grains and Pasta,Rice,8 oz,2.1,1.49
P01160,Rivertown Wine 24 oz,Rivertown,Alcohol,Wine,24 oz,10.83,6.1
P01161,Chelsea Star Wraps 16 oz,Chelsea Star,Prepared Meals,Wraps,16 oz,6.51,3.58
P01162,Empire Milk 1 ct,Empire,Dairy & Eggs,Milk,1 ct,4.63,3.14
P01163,Harbor View Soy Sauce 2 lb,Harbor View,Condiments/Sauces/Spices,Soy Sauce,2 lb,3.22,2.45
P01164,Mancino Butter 8 oz,Mancino,Dairy & Eggs,Butter,8 oz,3.64,2.01
P01165,Nolita Fresh Cold Cuts 1 lb,Nolita Fresh,Deli,Cold Cuts,1 lb,7.37,4.64
P01166,NoHo Co Wine 24 oz,NoHo Co,Alcohol,Wine,24 oz,9.66,5.56
P01167,Mancino Spirits 24 oz,Mancino,Alcohol,Spirits,24 oz,8.57,6.52
P01168,GreenLeaf Coffee 32 oz,GreenLeaf,Beverages,Coffee,32 oz,2.44,1.53
P01169,Harbor View Flour 12 pack,Harbor View,Baking,Flour,12 pack,3.74,2.46
P01170,Empire Ice Cream 12 oz,Empire,Frozen Foods,Ice Cream,12 oz,6.82,5.3
P01171,Rivertown Chips 32 oz,Rivertown,Snacks/Cookies/Chips,Chips,32 oz,3.31,1.89
P01172,Chelsea Star Eggs 12 pack,Chelsea Star,Dairy & Eggs,Eggs,12 pack,3.41,2.46
P01173,Village Choice Mints 16 oz,Village Choice,Candy,Mints,16 oz,1.36,0.96
P01174,GreenLeaf Mints 24 oz,GreenLeaf,Candy,Mints,24 oz,2.42,1.76
P01175,Mancino Yeast 24 oz,Mancino,Baking,Yeast,24 oz,4.46,3.53
P01176,Empire Coffee 24 oz,Empire,Beverages,Coffee,24 oz,4.09,3.03
P01177,Chelsea Star Beef 12 pack,Chelsea Star,Meat and Seafood,Beef,12 pack,9.2,5.75
P01178,GreenLeaf Flour 8 oz,GreenLeaf,Baking,Flour,8 oz,3.68,2.12
P01179,NoHo Co Hot Sauce 1 ct,NoHo Co,Condiments/Sauces/Spices,Hot Sauce,1 ct,4.08,2.29
P01180,Mancino Spirits 12 oz,Mancino,Alcohol,Spirits,12 oz,16.21,10.37
P01181,Mancino Pasta 12 oz,Mancino,Grains and Pasta,Pasta,12 oz,2.5,1.65
P01182,Harbor View Soy Sauce 12 oz,Harbor View,Condiments/Sauces/Spices,Soy Sauce,12 oz,4.07,2.7
P01183,Parkside Cheese 16 oz,Parkside,Deli,Cheese,16 oz,5.23,3.36
P01184,Village Choice Coffee 8 oz,Village Choice,Beverages,Coffee,8 oz,2.21,1.24
P01185,Village Choice Bars 12 oz,Village Choice,Breakfast & Cereal,Bars,12 oz,4.02,3.04
P01186,Chelsea Star Quinoa 1 ct,Chelsea Star,Grains and Pasta,Quinoa,1 ct,3.59,2.74
P01187,Harbor View Chicken 12 oz,Harbor View,Meat and Seafood,Chicken,12 oz,10.51,7.02
P01188,Chelsea Star Prepared 12 oz,Chelsea Star,Deli,Prepared,12 oz,4.51,3.47
P01189,Hudson Valley Cereal 6 pack,Hudson Valley,Breakfast & Cereal,Cereal,6 pack,5.32,3.73
P01190,Gotham Tea 32 oz,Gotham,Beverages,Tea,32 oz,2.29,1.43
P01191,Gotham Nuts 1 lb,Gotham,Snacks/Cookies/Chips,Nuts,1 lb,3.3,2.42
P01192,Rivertown Fish 16 oz,Rivertown,Meat and Seafood,Fish,16 oz,7.18,4.52
P01193,Parkside Spirits 24 oz,Parkside,Alcohol,Spirits,24 oz,8.91,6.49
P01194,GreenLeaf Fish 24 oz,GreenLeaf,Meat and Seafood,Fish,24 oz,13.57,8.14
P01195,Village Choice Beer 12 oz,Village Choice,Alcohol,Beer,12 oz,11.05,7.09
P01196,Chelsea Star Dog Food 6 pack,Chelsea Star,Pet Food,Dog Food,6 pack,8.14,4.6
P01197,NoHo Co Flour 12 oz,NoHo Co,Baking,Flour,12 oz,3.54,2.18
P01198,Rivertown Beef 24 oz,Rivertown,Meat and Seafood,Beef,24 oz,7.01,5.32
P01199,Rivertown Yogurt 6 pack,Rivertown,Dairy & Eggs,Yogurt,6 pack,3.31,2.23
P01200,Empire Beer 8 oz,Empire,Alcohol,Beer,8 oz,9.36,6.09
P01201,GreenLeaf Cookies 1 lb,GreenLeaf,Snacks/Cookies/Chips,Cookies,1 lb,5.48,3.03
P01202,Hudson Valley Ketchup 8 oz,Hudson Valley,Condiments/Sauces/Spices,Ketchup,8 oz,4.26,2.84
P01203,Village Choice Beer 16 oz,Village Choice,Alcohol,Beer,16 oz,12.07,8.68
P01204,Parkside Hard Candy 1 ct,Parkside,Candy,Hard Candy,1 ct,2.87,1.8
P01205,GreenLeaf Cereal 1 lb,GreenLeaf,Breakfast & Cereal,Cereal,1 lb,5.38,3.66
P01206,Harbor View Flour 2 lb,Harbor View,Baking,Flour,2 lb,4.19,3.33
P01207,Harbor View Yogurt 6 pack,Harbor View,Dairy & Eggs,Yogurt,6 pack,4.14,2.4
P01208,Village Choice Soups 16 oz,Village Choice,Prepared Meals,Soups,16 oz,9.28,5.72
P01209,Nolita Fresh Bagels 8 oz,Nolita Fresh,Bakery,Bagels,8 oz,4.1,2.61
P01210,Hudson Valley Crackers 2 lb,Hudson Valley,Snacks/Cookies/Chips,Crackers,2 lb,4.42,2.84
P01211,Parkside Treats 1 ct,Parkside,Pet Food,Treats,1 ct,7.29,5.55
P01212,Empire Noodles 1 ct,Empire,Grains and Pasta,Noodles,1 ct,2.53,1.41
P01213,Chelsea Star Hot Sauce 8 oz,Chelsea Star,Condiments/Sauces/Spices,Hot Sauce,8 oz,3.66,2.73
P01214,Parkside Crackers 6 pack,Parkside,Snacks/Cookies/Chips,Crackers,6 pack,3.19,2.12
P01215,Parkside Cakes 8 oz,Parkside,Bakery,Cakes,8 oz,2.68,1.52
P01216,Village Choice Pastries 1 lb,Village Choice,Bakery,Pastries,1 lb,3.25,1.97
P01217,Village Choice Spirits 12 pack,Village Choice,Alcohol,Spirits,12 pack,11.69,8.61
P01218,Village Choice Wraps 1 lb,Village Choice,Prepared Meals,Wraps,1 lb,5.3,3.54
P01219,Nolita Fresh Prepared 1 ct,Nolita Fresh,Deli,Prepared,1 ct,6.03,4.77
P01220,Village Choice Cakes 24 oz,Village Choice,Bakery,Cakes,24 oz,4.24,2.41
P01221,Village Choice Yogurt 2 lb,Village Choice,Dairy & Eggs,Yogurt,2 lb,2.55,1.53
P01222,Mancino Flour 16 oz,Mancino,Baking,Flour,16 oz,3.0,1.76
P01223,Parkside Cheese 16 oz,Parkside,Deli,Cheese,16 oz,8.27,5.74
P01224,GreenLeaf Cakes 24 oz,GreenLeaf,Bakery,Cakes,24 oz,4.6,2.7
P01225,Mancino Hard Candy 12 pack,Mancino,Candy,Hard Candy,12 pack,2.83,1.83
P01226,Village Choice Tea 2 lb,Village Choice,Beverages,Tea,2 lb,3.99,2.87
P01227,Hudson Valley Mustard 6 pack,Hudson Valley,Condiments/Sauces/Spices,Mustard,6 pack,2.86,2.23
P01228,Parkside Eggs 12 oz,Parkside,Dairy & Eggs,Eggs,12 oz,2.56,1.59
P01229,Parkside Popcorn 1 lb,Parkside,Snacks/Cookies/Chips,Popcorn,1 lb,3.84,2.79
P01230,Nolita Fresh Cakes 8 oz,Nolita Fresh,Bakery,Cakes,8 oz,3.92,2.22
P01231,Harbor View Cakes 8 oz,Harbor View,Bakery,Cakes,8 oz,3.25,1.9
P01232,Mancino Prepared 12 oz,Mancino,Deli,Prepared,12 oz,10.12,7.99
P01233,NoHo Co Bowls 12 pack,NoHo Co,Prepared Meals,Bowls,12 pack,5.35,3.61
P01234,Village Choice Coffee 6 pack,Village Choice,Beverages,Coffee,6 pack,3.14,2.26
P01235,Mancino Hard Candy 24 oz,Mancino,Candy,Hard Candy,24 oz,2.38,1.79
P01236,GreenLeaf Popcorn 12 pack,GreenLeaf,Snacks/Cookies/Chips,Popcorn,12 pack,2.74,1.82
P01237,Nolita Fresh Soups 1 lb,Nolita Fresh,Prepared Meals,Soups,1 lb,4.6,2.58
P01238,Hudson Valley Fish 12 oz,Hudson Valley,Meat and Seafood,Fish,12 oz,13.2,7.81
P01239,Mancino Wraps 1 lb,Mancino,Prepared Meals,Wraps,1 lb,5.6,3.15
P01240,NoHo Co Hard Candy 12 pack,NoHo Co,Candy,Hard Candy,12 pack,2.34,1.78
P01241,Mancino Chocolate 16 oz,Mancino,Candy,Chocolate,16 oz,2.25,1.78
P01242,Nolita Fresh Cheese 2 lb,Nolita Fresh,Dairy & Eggs,Cheese,2 lb,4.05,2.43
P01243,Chelsea Star Pastries 24 oz,Chelsea Star,Bakery,Pastries,24 oz,2.68,1.77
P01244,Harbor View Soda 24 oz,Harbor View,Beverages,Soda,24 oz,3.37,2.35
P01245,Nolita Fresh Cheese 1 lb,Nolita Fresh,Dairy & Eggs,Cheese,1 lb,3.67,2.92
P01246,Mancino Cakes 1 ct,Mancino,Bakery,Cakes,1 ct,3.39,2.03
P01247,Parkside Cakes 1 ct,Parkside,Bakery,Cakes,1 ct,4.45,3.29
P01248,Parkside Cold Cuts 8 oz,Parkside,Deli,Cold Cuts,8 oz,6.03,3.56
P01249,Mancino Prepared 12 pack,Mancino,Deli,Prepared,12 pack,9.42,5.76
P01250,Chelsea Star Cat Food 6 pack,Chelsea Star,Pet Food,Cat Food,6 pack,6.67,4.74
P01251,Empire Treats 1 ct,Empire,Pet Food,Treats,1 ct,5.51,3.81
P01252,Hudson Valley Sugar 2 lb,Hudson Valley,Baking,Sugar,2 lb,3.94,2.93
P01253,NoHo Co Quinoa 2 lb,NoHo Co,Grains and Pasta,Quinoa,2 lb,2.31,1.28
P01254,Nolita Fresh Spices 24 oz,Nolita Fresh,Condiments/Sauces/Spices,Spices,24 oz,3.5,2.24
P01255,GreenLeaf Bars 32 oz,GreenLeaf,Breakfast & Cereal,Bars,32 oz,3.29,2.07
P01256,Empire Cheese 2 lb,Empire,Dairy & Eggs,Cheese,2 lb,4.07,3.1
P01257,Nolita Fresh Ice Cream 12 pack,Nolita Fresh,Frozen Foods,Ice Cream,12 pack,5.78,3.8
P01258,Nolita Fresh Cookies 12 pack,Nolita Fresh,Snacks/Cookies/Chips,Cookies,12 pack,3.21,1.79
P01259,Gotham Rice 24 oz,Gotham,Grains and Pasta,Rice,24 oz,4.23,2.45
P01260,Village Choice Ice Cream 1 lb,Village Choice,Frozen Foods,Ice Cream,1 lb,6.11,3.8
P01261,Empire Treats 16 oz,Empire,Pet Food,Treats,16 oz,8.43,6.73
P01262,Nolita Fresh Prepared 1 lb,Nolita Fresh,Deli,Prepared,1 lb,5.73,3.22
P01263,GreenLeaf Beef 12 pack,GreenLeaf,Meat and Seafood,Beef,12 pack,7.65,4.96
P01264,Chelsea Star Eggs 2 lb,Chelsea Star,Dairy & Eggs,Eggs,2 lb,4.87,3.6
P01265,Harbor View Quinoa 8 oz,Harbor View,Grains and Pasta,Quinoa,8 oz,1.57,1.17
P01266,Mancino Cold Cuts 2 lb,Mancino,Deli,Cold Cuts,2 lb,7.72,4.73
P01267,Village Choice Flour 8 oz,Village Choice,Baking,Flour,8 oz,2.14,1.53
P01268,Empire Water 32 oz,Empire,Beverages,Water,32 oz,3.75,2.29
P01269,Empire Quinoa 8 oz,Empire,Grains and Pasta,Quinoa,8 oz,2.51,1.52
P01270,Gotham Pork 12 pack,Gotham,Meat and Seafood,Pork,12 pack,7.09,3.97
P01271,Parkside Wine 12 oz,Parkside,Alcohol,Wine,12 oz,10.84,8.54
P01272,Nolita Fresh Veggies 12 pack,Nolita Fresh,Frozen Foods,Veggies,12 pack,7.72,5.37
P01273,NoHo Co Mustard 32 oz,NoHo Co,Condiments/Sauces/Spices,Mustard,32 oz,5.74,3.9
P01274,Harbor View Beef 2 lb,Harbor View,Meat and Seafood,Beef,2 lb,6.09,4.5
P01275,NoHo Co Hot Sauce 8 oz,NoHo Co,Condiments/Sauces/Spices,Hot Sauce,8 oz,2.8,2.17
P01276,Rivertown Spirits 24 oz,Rivertown,Alcohol,Spirits,24 oz,8.6,6.76
P01277,Gotham Meals 1 lb,Gotham,Frozen Foods,Meals,1 lb,6.2,4.62
P01278,Nolita Fresh Wraps 24 oz,Nolita Fresh,Prepared Meals,Wraps,24 oz,10.07,6.74
P01279,Empire Bars 12 oz,Empire,Breakfast & Cereal,Bars,12 oz,3.13,2.18
P01280,Nolita Fresh Sugar 12 pack,Nolita Fresh,Baking,Sugar,12 pack,3.49,2.08
P01281,Mancino Cakes 2 lb,Mancino,Bakery,Cakes,2 lb,4.99,3.0
P01282,Empire Granola 16 oz,Empire,Breakfast & Cereal,Granola,16 oz,4.05,2.3
P01283,Mancino Ice Cream 1 lb,Mancino,Frozen Foods,Ice Cream,1 lb,3.39,2.55
P01284,Mancino Cheese 16 oz,Mancino,Dairy & Eggs,Cheese,16 oz,3.68,2.79
P01285,Chelsea Star Cat Food 8 oz,Chelsea Star,Pet Food,Cat Food,8 oz,9.53,7.08
P01286,Parkside Bowls 1 ct,Parkside,Prepared Meals,Bowls,1 ct,6.12,4.37
P01287,Hudson Valley Cheese 1 lb,Hudson Valley,Deli,Cheese,1 lb,3.85,2.53
P01288,Empire Cold Cuts 12 pack,Empire,Deli,Cold Cuts,12 pack,6.5,3.64
P01289,Harbor View Bagels 12 pack,Harbor View,Bakery,Bagels,12 pack,4.36,2.4
P01290,Hudson Valley Cheese 1 lb,Hudson Valley,Deli,Cheese,1 lb,5.31,3.47
P01291,Village Choice Juice 1 lb,Village Choice,Beverages,Juice,1 lb,2.53,2.01
P01292,Rivertown Hard Candy 24 oz,Rivertown,Candy,Hard Candy,24 oz,2.52,1.53
P01293,NoHo Co Soups 8 oz,NoHo Co,Prepared Meals,Soups,8 oz,6.1,3.71
P01294,Parkside Pastries 24 oz,Parkside,Bakery,Pastries,24 oz,3.05,1.68
P01295,Chelsea Star Treats 1 ct,Chelsea Star,Pet Food,Treats,1 ct,8.3,6.1
P01296,Village Choice Soda 1 lb,Village Choice,Beverages,Soda,1 lb,2.25,1.71
P01297,Harbor View Ketchup 32 oz,Harbor View,Condiments/Sauces/Spices,Ketchup,32 oz,2.27,1.43
P01298,Rivertown Prepared 8 oz,Rivertown,Deli,Prepared,8 oz,5.07,3.69
P01299,GreenLeaf Treats 12 pack,GreenLeaf,Pet Food,Treats,12 pack,6.23,4.0
P01300,Parkside Soups 8 oz,Parkside,Prepared Meals,Soups,8 oz,8.98,6.96
P01301,GreenLeaf Oatmeal 12 pack,GreenLeaf,Breakfast & Cereal,Oatmeal,12 pack,3.88,2.71
P01302,Empire Bread 12 pack,Empire,Bakery,Bread,12 pack,5.71,4.08
P01303,Village Choice Cold Cuts 12 oz,Village Choice,Deli,Cold Cuts,12 oz,6.13,4.46
P01304,Village Choice Coffee 24 oz,Village Choice,Beverages,Coffee,24 oz,2.45,1.45
P01305,Hudson Valley Popcorn 24 oz,Hudson Valley,Snacks/Cookies/Chips,Popcorn,24 oz,3.33,2.62
P01306,Nolita Fresh Prepared 2 lb,Nolita Fresh,Deli,Prepared,2 lb,8.52,4.78
P01307,Nolita Fresh Pasta 16 oz,Nolita Fresh,Grains and Pasta,Pasta,16 oz,2.94,1.83
P01308,Nolita Fresh Wine 1 lb,Nolita Fresh,Alcohol,Wine,1 lb,8.24,6.0
P01309,Hudson Valley Beer 8 oz,Hudson Valley,Alcohol,Beer,8 oz,10.9,7.4
P01310,NoHo Co Baking Mix 12 oz,NoHo Co,Baking,Baking Mix,12 oz,3.73,2.53
P01311,Rivertown Veggies 2 lb,Rivertown,Frozen Foods,Veggies,2 lb,7.56,5.72
P01312,Village Choice Soy Sauce 2 lb,Village Choice,Condiments/Sauces/Spices,Soy Sauce,2 lb,3.34,2.42
P01313,Mancino Hot Sauce 2 lb,Mancino,Condiments/Sauces/Spices,Hot Sauce,2 lb,3.23,2.52
P01314,NoHo Co Pasta 8 oz,NoHo Co,Grains and Pasta,Pasta,8 oz,3.92,2.84
P01315,Nolita Fresh Pasta 1 ct,Nolita Fresh,Grains and Pasta,Pasta,1 ct,2.95,1.82
P01316,Hudson Valley Spirits 1 lb,Hudson Valley,Alcohol,Spirits,1 lb,13.33,10.02
P01317,Hudson Valley Treats 32 oz,Hudson Valley,Pet Food,Treats,32 oz,6.09,3.86
P01318,Chelsea Star Bowls 12 oz,Chelsea Star,Prepared Meals,Bowls,12 oz,6.08,4.83
P01319,Harbor View Bars 2 lb,Harbor View,Breakfast & Cereal,Bars,2 lb,5.02,3.67
P01320,Parkside Chips 16 oz,Parkside,Snacks/Cookies/Chips,Chips,16 oz,3.64,2.51
P01321,Empire Cold Cuts 2 lb,Empire,Deli,Cold Cuts,2 lb,5.99,3.86
P01322,Village Choice Bowls 16 oz,Village Choice,Prepared Meals,Bowls,16 oz,9.46,5.59
P01323,Mancino Granola 12 pack,Mancino,Breakfast & Cereal,Granola,12 pack,5.35,3.46
P01324,Empire Nuts 12 oz,Empire,Snacks/Cookies/Chips,Nuts,12 oz,3.71,2.06
P01325,Chelsea Star Beer 1 ct,Chelsea Star,Alcohol,Beer,1 ct,8.21,5.96
P01326,NoHo Co Spices 12 oz,NoHo Co,Condiments/Sauces/Spices,Spices,12 oz,3.2,2.41
P01327,Nolita Fresh Oatmeal 1 lb,Nolita Fresh,Breakfast & Cereal,Oatmeal,1 lb,5.1,2.87
P01328,Village Choice Energy Drinks 12 pack,Village Choice,Beverages,Energy Drinks,12 pack,3.04,2.06
P01329,Empire Sugar 24 oz,Empire,Baking,Sugar,24 oz,4.17,2.48
P01330,Gotham Ice Cream 12 oz,Gotham,Frozen Foods,Ice Cream,12 oz,7.22,5.42
P01331,NoHo Co Flour 6 pack,NoHo Co,Baking,Flour,6 pack,2.04,1.19
P01332,Rivertown Pasta 12 oz,Rivertown,Grains and Pasta,Pasta,12 oz,3.29,2.52
P01333,Gotham Cereal 1 ct,Gotham,Breakfast & Cereal,Cereal,1 ct,3.99,2.48
P01334,GreenLeaf Yogurt 16 oz,GreenLeaf,Dairy & Eggs,Yogurt,16 oz,2.82,2.17
P01335,Hudson Valley Rice 32 oz,Hudson Valley,Grains and Pasta,Rice,32 oz,3.26,2.0
P01336,Gotham Pizza 1 lb,Gotham,Frozen Foods,Pizza,1 lb,7.58,5.35
P01337,GreenLeaf Butter 1 ct,GreenLeaf,Dairy & Eggs,Butter,1 ct,4.74,3.68
P01338,Nolita Fresh Quinoa 1 ct,Nolita Fresh,Grains and Pasta,Quinoa,1 ct,2.67,1.48
P01339,GreenLeaf Baking Mix 2 lb,GreenLeaf,Baking,Baking Mix,2 lb,3.19,2.19
P01340,GreenLeaf Flour 24 oz,GreenLeaf,Baking,Flour,24 oz,3.63,2.26
P01341,Nolita Fresh Wraps 2 lb,Nolita Fresh,Prepared Meals,Wraps,2 lb,6.18,4.36
