product_id,store_id,on_hand_units,reorder_point,base_price_override_cents,active
P01219,S0001,29,27,1545.0,True
P00398,S0001,58,16,,True
P00757,S0001,78,12,,True
P01012,S0001,30,23,,True
P01863,S0001,52,29,,True
P00054,S0001,51,21,,True
P00459,S0001,44,21,,True
P00264,S0001,36,28,,True
P01200,S0001,52,24,,True
P01565,S0001,32,24,,True
P01065,S0001,21,20,,True
P00437,S0001,52,30,,True
P00151,S0001,84,22,,True
P01936,S0001,65,10,567.0,True
P00611,S0001,33,27,1528.0,True
P01247,S0001,77,12,548.0,True
P01276,S0001,12,21,,True
P00967,S0001,76,23,,True
P01194,S0001,78,18,621.0,True
P01964,S0001,47,26,,True
P00974,S0001,39,26,,True
P01539,S0001,22,27,,True
P00177,S0001,39,16,1460.0,True
P00564,S0001,87,20,1296.0,True
P00306,S0001,34,21,,True
P00705,S0001,44,20,,True
P01530,S0001,91,23,,True
P01899,S0001,15,21,,True
P01657,S0001,79,16,,True
P00746,S0001,31,30,684.0,True
P00873,S0001,27,18,460.0,True
P01504,S0001,24,14,559.0,True
P00027,S0001,90,30,,True
P00999,S0001,68,17,152.0,True
P00502,S0001,92,13,,True
P00784,S0001,41,30,,True
P00019,S0001,11,10,,True
P00495,S0001,29,14,,True
P01628,S0001,10,24,381.0,True
P00995,S0001,14,10,,True
P00274,S0001,44,14,258.0,True
P01255,S0001,38,22,,True
P01451,S0001,33,16,290.0,True
P01883,S0001,58,24,,True
P01333,S0001,40,30,,True
P01779,S0001,77,12,,True
P00920,S0001,72,26,295.0,True
P00864,S0001,44,14,691.0,True
P00338,S0001,92,25,,True
P00635,S0001,95,23,,True
P01420,S0001,15,27,,True
P01660,S0001,91,15,,True
P01761,S0001,27,10,,True
P01291,S0001,30,12,652.0,True
P01921,S0001,25,15,823.0,True
P01236,S0001,55,21,,True
P00228,S0001,31,28,,True
P00895,S0001,10,24,,True
P00699,S0001,71,30,,True
P01465,S0001,35,30,813.0,True
P00977,S0001,86,27,1714.0,True
P00617,S0001,58,14,1424.0,True
P01182,S0001,91,22,,True
P01696,S0001,26,28,,True
P00211,S0001,43,21,,True
P00175,S0001,93,21,,True
P01157,S0001,16,25,,True
P01939,S0001,70,10,740.0,True
P01284,S0001,75,15,,True
P01369,S0001,10,26,949.0,True
P00882,S0001,21,21,582.0,True
P01328,S0001,45,25,,True
P01837,S0001,59,25,,True
P01577,S0001,37,30,,True
P01362,S0001,48,14,1566.0,True
P00383,S0001,88,27,,True
P00450,S0001,66,25,1075.0,True
P01627,S0001,78,29,490.0,True
P01045,S0001,10,27,,True
P00364,S0001,24,27,,True
P00207,S0001,17,26,,True
P00123,S0001,50,13,,True
P01118,S0001,85,16,,True
P00530,S0001,50,22,,True
P00444,S0001,54,15,993.0,True
P01701,S0001,60,29,247.0,True
P01808,S0001,19,13,,True
P00455,S0001,32,13,1469.0,True
P00232,S0001,46,28,,True
P00464,S0001,36,10,,True
P00605,S0001,69,23,,True
P00010,S0001,34,24,,True
P01226,S0001,35,29,,True
P00465,S0001,72,17,,True
P01968,S0001,61,21,,True
P01937,S0001,11,30,,True
P01672,S0001,61,25,,True
P01488,S0001,76,29,656.0,True
P01443,S0001,99,10,1711.0,True
P01728,S0001,70,13,,True
P01654,S0001,18,25,1480.0,True
P01755,S0001,99,22,,True
P01679,S0001,58,20,608.0,True
P00353,S0001,50,20,1220.0,True
P01053,S0001,90,27,,True
P00298,S0001,34,14,409.0,True
P00839,S0001,76,19,,True
P01000,S0001,79,19,1572.0,True
P00779,S0001,20,30,,True
P01766,S0001,63,12,,True
P00641,S0001,59,26,345.0,True
P01296,S0001,58,14,690.0,True
P01574,S0001,63,11,,True
P01389,S0001,25,26,810.0,True
P00278,S0001,84,23,,True
P00333,S0001,22,21,,True
P01452,S0001,67,22,872.0,True
P00248,S0001,67,18,351.0,True
P00201,S0001,100,30,,True
P00620,S0001,46,15,,True
P00477,S0001,57,22,,True
P00831,S0001,51,23,1125.0,True
P01711,S0001,86,10,494.0,True
P00132,S0001,79,28,,True
P01583,S0001,10,30,,True
P00721,S0001,99,27,1580.0,True
P00037,S0001,88,26,,True
P00074,S0001,71,13,,True
P01120,S0001,56,28,592.0,True
P01325,S0001,70,23,,True
P01676,S0001,25,16,923.0,True
P01195,S0001,61,16,,True
P01355,S0001,52,11,518.0,True
P00800,S0001,88,25,,True
P01567,S0001,84,24,,True
P00561,S0001,55,22,986.0,True
P01666,S0001,17,29,1669.0,True
P00578,S0001,40,14,1535.0,True
P01490,S0001,60,11,,True
P01419,S0001,100,24,446.0,True
P01731,S0001,100,25,,True
P01576,S0001,67,16,,True
P00540,S0001,73,13,,True
P01273,S0001,38,19,438.0,True
P01059,S0001,41,27,,True
P01310,S0001,42,13,,True
P01540,S0001,74,18,,True
P01632,S0001,10,21,,True
P01788,S0001,98,11,,True
P01011,S0001,80,25,337.0,True
P00854,S0001,24,16,,True
P00629,S0001,19,27,,True
P00915,S0001,78,15,,True
P01707,S0001,63,11,,True
P00162,S0001,23,15,,True
P00727,S0001,90,26,,True
P01487,S0001,43,15,,True
P01880,S0001,85,29,,True
P01518,S0001,29,15,281.0,True
P00362,S0001,44,27,,True
P01004,S0001,21,12,,True
P01314,S0001,69,14,707.0,True
P00903,S0001,29,26,,True
P01441,S0001,65,27,,True
P00868,S0001,100,15,,True
P01248,S0001,78,19,,True
P00946,S0001,99,19,422.0,True
P00695,S0001,21,20,,True
P00738,S0001,86,18,,True
P01037,S0001,66,10,,True
P00275,S0001,52,28,1668.0,True
P00124,S0001,31,25,,True
P00289,S0001,95,18,,True
P00962,S0001,41,10,,True
P00691,S0001,82,11,,True
P00569,S0001,32,17,,True
P01737,S0001,88,25,,True
P00815,S0001,40,13,,True
P01915,S0001,93,20,,True
P01512,S0001,21,14,,True
P00043,S0001,19,18,,True
P00802,S0001,84,18,400.0,True
P01944,S0001,91,18,,True
P01349,S0001,65,28,361.0,True
P01612,S0001,42,14,,True
P00499,S0001,18,26,764.0,True
P01562,S0001,69,27,,True
P01519,S0001,85,22,,True
P01735,S0001,40,27,334.0,True
P01507,S0001,89,13,,True
P00075,S0001,43,30,446.0,True
P00277,S0001,57,28,,True
P00715,S0001,74,13,,True
P01605,S0001,20,12,,True
P00276,S0001,27,11,,True
P01986,S0001,28,24,467.0,True
P01398,S0001,48,25,,True
P01994,S0001,24,20,,True
P01007,S0001,70,28,860.0,True
P00732,S0001,43,29,,True
P00286,S0001,95,17,,True
P00760,S0001,10,19,,True
P00581,S0001,41,22,,True
P00269,S0001,99,16,,True
P01457,S0001,98,15,,True
P01190,S0001,99,19,,True
P00587,S0001,73,28,432.0,True
P00129,S0001,54,20,,True
P01510,S0001,28,29,368.0,True
P00811,S0001,84,21,,True
P00192,S0001,93,12,498.0,True
P00833,S0001,52,29,381.0,True
P00033,S0001,88,11,,True
P00719,S0001,85,17,1377.0,True
P00069,S0001,10,16,,True
P01440,S0001,36,23,,True
P01833,S0001,46,14,457.0,True
P01620,S0001,71,15,,True
P00574,S0001,13,21,424.0,True
P00636,S0001,60,24,555.0,True
P01235,S0001,79,22,1160.0,True
P00152,S0001,46,19,343.0,True
P00171,S0001,74,25,753.0,True
P00060,S0001,60,28,,True
P00966,S0001,85,26,,True
P01684,S0001,41,19,,True
P00020,S0001,60,20,,True
P00496,S0001,27,25,,True
P01552,S0001,61,11,,True
P00937,S0001,44,29,,True
P00862,S0001,73,26,,True
P01192,S0001,50,23,,True
P00442,S0001,17,25,1092.0,True
P00737,S0001,22,19,,True
P01227,S0001,80,11,465.0,True
P00668,S0001,53,18,208.0,True
P00913,S0001,29,12,,True
P01088,S0001,58,18,388.0,True
P00176,S0001,82,27,,True
P01952,S0001,86,13,,True
P01320,S0001,81,24,,True
P00764,S0001,44,22,1327.0,True
P00954,S0001,58,14,514.0,True
P00389,S0001,82,26,,True
P00807,S0001,53,11,,True
P00949,S0001,65,25,270.0,True
P00714,S0001,20,10,1008.0,True
P01221,S0001,100,24,,True
P00516,S0001,84,21,,True
P00073,S0001,87,20,,True
P01498,S0001,38,22,571.0,True
P00108,S0001,13,19,1657.0,True
P00968,S0001,10,21,,True
P01154,S0001,22,26,,True
P00469,S0001,40,24,,True
P01611,S0001,98,24,,True
P01874,S0001,35,19,1568.0,True
P01619,S0001,28,24,361.0,True
P00944,S0001,20,24,1608.0,True
P01261,S0001,85,28,611.0,True
P01168,S0001,85,21,1059.0,True
P00008,S0001,61,26,,True
P01938,S0001,65,21,608.0,True
P00348,S0001,73,27,1788.0,True
P01972,S0001,14,19,,True
P01391,S0001,77,19,503.0,True
P00834,S0001,40,15,,True
P01334,S0001,26,14,1538.0,True
P01054,S0001,13,18,,True
P01556,S0001,92,15,,True
P01580,S0001,25,11,1502.0,True
P00448,S0001,76,18,,True
P00575,S0001,49,27,,True
P00239,S0001,54,19,,True
P01671,S0001,58,19,262.0,True
P01019,S0001,96,10,399.0,True
P01871,S0001,67,20,,True
P01013,S0001,24,13,369.0,True
P00551,S0001,58,29,350.0,True
P01187,S0001,38,27,774.0,True
P01786,S0001,90,27,877.0,True
P01951,S0001,44,13,,True
P00655,S0001,77,10,,True
P00040,S0001,38,30,,True
P00881,S0001,50,27,985.0,True
P00660,S0001,56,26,,True
P01663,S0001,72,24,1729.0,True
P00512,S0001,58,20,,True
P00985,S0001,56,11,,True
P00391,S0001,61,10,,True
P00593,S0001,25,19,,True
P00911,S0001,18,30,,True
P01616,S0001,88,16,561.0,True
P00787,S0001,79,13,403.0,True
P00896,S0001,36,26,265.0,True
P01893,S0001,95,10,,True
P00166,S0001,85,16,,True
P00676,S0001,25,11,,True
P01909,S0001,24,15,,True
P01983,S0001,92,21,1620.0,True
P00679,S0001,72,14,,True
P00520,S0001,65,24,,True
P01113,S0001,13,29,,True
P00291,S0001,22,28,,True
P01229,S0001,26,23,,True
P01484,S0001,40,18,,True
P01675,S0001,27,30,314.0,True
P00244,S0001,50,29,589.0,True
P00940,S0001,75,11,,True
P01175,S0001,48,27,521.0,True
P00544,S0001,26,21,993.0,True
P01121,S0001,89,21,484.0,True
P01905,S0001,12,27,,True
P00463,S0001,55,23,,True
P01209,S0001,14,18,,True
P01867,S0001,94,24,,True
P01894,S0001,82,28,332.0,True
P01466,S0001,16,13,344.0,True
P00018,S0001,77,20,,True
P00473,S0001,29,21,,True
P01942,S0001,87,28,,True
P00330,S0001,31,14,,True
P01475,S0001,35,13,666.0,True
P01138,S0001,83,11,1145.0,True
P00783,S0001,34,12,,True
P01268,S0001,56,15,450.0,True
P00340,S0001,42,21,,True
P00513,S0001,84,21,1133.0,True
P00062,S0001,84,12,1410.0,True
P00408,S0001,30,28,,True
P01835,S0001,69,14,1755.0,True
P00035,S0001,21,16,257.0,True
P00361,S0001,41,17,,True
P01548,S0001,16,20,,True
P01206,S0001,84,19,,True
P00149,S0001,83,21,425.0,True
P00314,S0001,60,25,,True
P00092,S0001,31,27,,True
P00743,S0001,79,29,,True
P01814,S0001,59,28,922.0,True
P01287,S0001,53,13,,True
P00053,S0001,44,28,1401.0,True
P00963,S0001,87,28,1486.0,True
P01497,S0001,33,28,,True
P01281,S0001,13,28,,True
P00603,S0001,61,21,,True
P01023,S0001,23,19,,True
P00188,S0001,26,14,,True
P00321,S0001,71,21,,True
P01919,S0001,77,18,1565.0,True
P00475,S0001,37,18,956.0,True
P01131,S0001,18,19,1483.0,True
P00393,S0001,94,13,,True
P01571,S0001,83,25,406.0,True
P01804,S0001,50,17,,True
P01533,S0001,65,28,481.0,True
P01317,S0001,19,12,,True
P00850,S0001,65,29,938.0,True
P00265,S0001,26,13,,True
P01945,S0001,28,29,,True
P00081,S0001,21,15,,True
P01313,S0001,55,14,,True
P01900,S0001,82,14,,True
P00971,S0001,70,17,,True
P00687,S0001,17,17,,True
P01714,S0001,58,11,,True
P01618,S0001,14,15,,True
P01102,S0001,25,21,415.0,True
P00681,S0001,32,14,1536.0,True
P01133,S0001,91,20,,True
P00960,S0001,71,20,379.0,True
P01759,S0001,18,15,486.0,True
P01673,S0001,41,18,1487.0,True
P00843,S0001,64,14,616.0,True
P00305,S0001,47,28,,True
P00279,S0001,88,29,,True
P01204,S0001,47,20,,True
P01447,S0001,74,16,870.0,True
P00218,S0001,77,11,279.0,True
P01180,S0001,57,27,665.0,True
P01693,S0001,93,19,,True
P01933,S0001,62,16,,True
P00426,S0001,68,16,,True
P00917,S0001,32,25,,True
P00526,S0001,59,19,,True
P00025,S0001,93,18,,True
P00247,S0001,84,21,,True
P00609,S0001,33,10,642.0,True
P00832,S0001,34,11,,True
P01608,S0001,52,29,306.0,True
P00234,S0001,87,15,714.0,True
P00079,S0001,39,20,,True
P00180,S0001,42,27,904.0,True
P00689,S0001,89,16,,True
P01371,S0001,36,23,409.0,True
P01215,S0001,84,15,,True
P01375,S0001,12,10,,True
P01855,S0001,25,20,394.0,True
P01318,S0001,66,16,,True
P01884,S0001,97,27,,True
P01513,S0001,24,13,482.0,True
P00186,S0001,49,29,600.0,True
P01125,S0001,72,18,,True
P00926,S0001,42,26,,True
P01181,S0001,80,10,,True
P01048,S0001,69,21,,True
P00576,S0001,47,21,,True
P01680,S0001,77,25,1611.0,True
P00051,S0001,47,23,1465.0,True
P00533,S0001,54,18,,True
P01354,S0001,91,17,,True
P00483,S0001,67,11,,True
P00146,S0001,15,10,327.0,True
P00363,S0001,38,13,934.0,True
P00137,S0001,100,20,,True
P01555,S0001,50,15,,True
P01423,S0001,37,26,,True
P00631,S0001,42,23,383.0,True
P00828,S0001,49,17,,True
P01887,S0001,73,27,500.0,True
P01074,S0001,52,23,,True
P01563,S0001,41,12,,True
P01635,S0001,14,10,,True
P00769,S0001,36,19,1692.0,True
P01225,S0001,47,18,1132.0,True
P01482,S0001,99,30,,True
P00518,S0001,60,27,,True
P00319,S0001,93,18,,True
P00223,S0001,41,24,1682.0,True
P00164,S0001,78,26,,True
P01400,S0001,92,12,524.0,True
P01706,S0001,79,17,,True
P00765,S0001,56,30,467.0,True
P01795,S0001,79,28,1311.0,True
P01777,S0001,11,10,,True
P01647,S0001,15,22,,True
P00134,S0001,52,10,290.0,True
P00788,S0001,32,27,,True
P01736,S0001,13,25,,True
P01550,S0001,25,11,566.0,True
P00964,S0001,39,10,,True
P01331,S0001,38,25,1674.0,True
P01613,S0001,96,28,,True
P01205,S0001,16,16,214.0,True
P00992,S0001,10,14,623.0,True
P00698,S0001,57,30,,True
P01622,S0001,32,15,,True
P01829,S0001,88,10,,True
P00510,S0001,71,29,1243.0,True
P00667,S0001,77,20,426.0,True
P00838,S0001,40,27,250.0,True
P01665,S0001,84,30,,True
P00796,S0001,39,26,,True
P02000,S0001,94,25,,True
P00071,S0001,28,28,,True
P01480,S0001,58,29,,True
P00778,S0001,88,18,,True
P00842,S0001,81,26,,True
P01940,S0001,33,22,625.0,True
P01705,S0001,25,13,,True
P00506,S0001,38,12,305.0,True
P00095,S0001,22,30,,True
P01254,S0001,70,11,,True
P00346,S0001,98,24,,True
P00955,S0001,47,24,,True
P00191,S0001,67,29,,True
P00806,S0001,26,29,,True
P00250,S0001,45,12,,True
P00789,S0001,16,16,,True
P01444,S0001,28,17,716.0,True
P01213,S0001,68,26,,True
P00193,S0001,69,19,1275.0,True
P00756,S0001,97,14,,True
P01527,S0001,58,10,214.0,True
P01767,S0001,100,19,,True
P00372,S0001,87,17,,True
P00924,S0001,14,30,,True
P00434,S0001,95,11,312.0,True
P00768,S0001,94,25,,True
P00863,S0001,64,28,1505.0,True
P01217,S0001,67,13,,True
P00210,S0001,46,30,391.0,True
P00368,S0001,39,13,,True
P00579,S0001,13,14,334.0,True
P00709,S0001,29,11,,True
P00382,S0001,81,16,,True
P01161,S0001,16,26,1429.0,True
P01327,S0001,29,24,,True
P00604,S0001,46,19,,True
P01038,S0001,71,14,,True
P00290,S0001,91,19,671.0,True
P01732,S0001,12,17,256.0,True
P01575,S0001,76,24,,True
P00440,S0001,64,20,,True
P00015,S0001,41,18,,True
P00988,S0001,93,14,,True
P00413,S0001,34,16,,True
P01750,S0001,52,25,637.0,True
P01703,S0001,28,12,,True
P01326,S0001,57,10,1069.0,True
P01848,S0001,91,25,,True
P00402,S0001,45,22,,True
P00507,S0001,93,13,493.0,True
P01981,S0001,54,21,582.0,True
P00304,S0001,32,12,326.0,True
P01269,S0001,59,15,,True
P00914,S0001,69,12,,True
P00826,S0001,76,26,,True
P00549,S0001,15,13,,True
P00866,S0001,91,27,1543.0,True
P00068,S0001,82,12,499.0,True
P01252,S0001,36,30,,True
P01106,S0001,57,16,,True
P00303,S0001,86,26,,True
P00793,S0001,73,15,,True
P01156,S0001,91,29,,True
P01511,S0001,15,22,1060.0,True
P01117,S0001,67,26,,True
P01469,S0001,56,11,,True
P00927,S0001,81,28,,True
P01662,S0001,52,28,,True
P01220,S0001,25,21,1660.0,True
P00490,S0001,71,17,703.0,True
P01721,S0001,62,26,,True
P01340,S0001,11,20,,True
P00100,S0001,10,28,,True
P01757,S0001,39,25,,True
P00131,S0001,43,14,,True
P00632,S0001,63,23,972.0,True
P00880,S0001,95,18,853.0,True
P01079,S0001,54,29,,True
P00844,S0001,50,21,,True
P01116,S0001,62,25,,True
P00029,S0001,89,17,316.0,True
P00818,S0001,36,21,,True
P00476,S0001,61,13,,True
P01319,S0001,92,17,,True
P00056,S0001,27,26,1040.0,True
P00702,S0001,76,20,,True
P01107,S0001,75,25,665.0,True
P00562,S0001,35,26,,True
P00144,S0001,100,13,1423.0,True
P00485,S0001,90,23,470.0,True
P01973,S0001,15,14,,True
P00773,S0001,48,30,334.0,True
P01718,S0001,43,26,,True
P00396,S0001,91,23,,True
P00595,S0001,72,28,,True
P01297,S0001,37,19,,True
P01870,S0001,72,19,,True
P00552,S0001,76,25,,True
P01904,S0001,59,13,1142.0,True
P01754,S0001,44,30,,True
P00647,S0001,12,25,,True
P01473,S0001,53,23,,True
P01047,S0001,65,25,699.0,True
P01267,S0001,66,28,,True
P00044,S0001,23,13,523.0,True
P00245,S0001,68,23,445.0,True
P01238,S0001,35,26,580.0,True
P00452,S0001,23,22,414.0,True
P00538,S0001,51,23,,True
P00627,S0001,28,20,,True
P01977,S0001,98,27,,True
P01258,S0001,60,21,,True
P00261,S0001,97,21,,True
P01029,S0001,95,27,,True
P00404,S0001,90,26,382.0,True
P01776,S0001,85,13,362.0,True
P00107,S0001,69,25,,True
P01932,S0001,77,27,402.0,True
P00899,S0001,19,13,1505.0,True
P00076,S0001,15,30,,True
P01594,S0001,89,24,368.0,True
P01481,S0001,26,24,361.0,True
P00436,S0001,91,17,,True
P00656,S0001,86,11,1677.0,True
P01807,S0001,56,21,,True
P01907,S0001,49,26,,True
P01239,S0001,92,18,,True
P01348,S0001,63,29,,True
P00545,S0001,95,15,515.0,True
P01756,S0001,79,21,811.0,True
P01143,S0001,49,21,,True
P01730,S0001,38,18,,True
P01361,S0001,25,14,,True
P01208,S0001,60,13,240.0,True
P01283,S0001,49,18,,True
P01403,S0001,27,26,,True
P00438,S0001,68,16,269.0,True
P00978,S0001,16,16,,True
P01089,S0001,84,12,,True
P01600,S0001,84,12,,True
P01185,S0001,56,26,,True
P01582,S0001,16,12,,True
P00449,S0001,48,15,360.0,True
P00326,S0001,50,27,802.0,True
P00157,S0001,37,13,393.0,True
P01912,S0001,46,21,,True
P01234,S0001,16,22,,True
P01010,S0001,72,10,,True
P01429,S0001,16,20,,True
P01959,S0001,61,13,1154.0,True
P00126,S0001,69,10,,True
P01651,S0001,23,27,953.0,True
P00761,S0001,25,14,640.0,True
P01739,S0001,40,11,389.0,True
P00113,S0001,81,28,1760.0,True
P01765,S0001,90,28,,True
P00399,S0001,55,27,,True
P00848,S0001,34,16,408.0,True
P00392,S0001,13,29,,True
P00925,S0001,62,29,,True
P00763,S0001,37,10,,True
P00202,S0001,37,15,,True
P00012,S0001,95,25,589.0,True
P01918,S0001,85,25,,True
P00767,S0001,82,29,,True
P01768,S0001,12,27,,True
P00887,S0001,64,13,1434.0,True
P00268,S0001,18,13,,True
P00195,S0001,15,10,,True
P01961,S0001,100,11,,True
P01036,S0001,64,24,,True
P01551,S0001,13,25,1006.0,True
P01780,S0001,51,29,,True
P00394,S0001,84,30,,True
P01634,S0001,14,26,,True
P00085,S0001,11,30,,True
P00243,S0001,34,13,,True
P00041,S0001,13,16,,True
P00420,S0001,41,11,,True
P01028,S0001,53,17,,True
P01603,S0001,86,10,,True
P00023,S0001,56,14,,True
P01558,S0001,86,29,,True
P01688,S0001,86,20,,True
P00002,S0001,23,19,561.0,True
P01593,S0001,52,25,601.0,True
P01609,S0001,50,26,,True
P00972,S0001,95,21,,True
P01773,S0001,90,16,,True
P00135,S0001,98,25,1179.0,True
P01923,S0001,22,21,,True
P00615,S0001,71,29,,True
P00883,S0001,16,12,1239.0,True
P00183,S0001,14,13,,True
P00849,S0001,38,14,1682.0,True
P00219,S0001,33,20,,True
P00233,S0001,41,23,,True
P00675,S0001,43,13,,True
P01669,S0001,71,26,365.0,True
P00613,S0001,68,21,,True
P00623,S0001,20,25,,True
P01198,S0001,45,19,,True
P01742,S0001,22,26,,True
P01282,S0001,69,24,1748.0,True
P01262,S0001,75,22,655.0,True
P01950,S0001,100,25,1701.0,True
P00870,S0001,57,15,1560.0,True
P00580,S0001,36,17,,True
P01515,S0001,95,21,,True
P01266,S0001,95,26,,True
P01495,S0001,35,27,1245.0,True
P00739,S0001,51,26,,True
P00246,S0001,92,22,,True
P01080,S0001,37,20,,True
P01697,S0001,28,20,,True
P00707,S0001,49,18,,True
P01358,S0001,76,30,,True
P00103,S0001,84,11,,True
P00061,S0001,97,29,395.0,True
P01723,S0001,88,25,,True
P01579,S0001,12,16,,True
P00886,S0001,99,14,,True
P01570,S0001,62,25,,True
P01041,S0001,87,23,,True
P00532,S0001,24,22,312.0,True
P00553,S0001,90,24,416.0,True
P01610,S0001,47,20,394.0,True
P01402,S0001,36,13,1821.0,True
P01075,S0001,67,10,1235.0,True
P01142,S0001,67,19,,True
P01315,S0001,97,15,,True
P00178,S0001,44,18,,True
P01886,S0001,16,11,,True
P01931,S0001,19,25,,True
P00336,S0001,95,22,,True
P01316,S0001,58,20,1011.0,True
P01534,S0001,76,10,610.0,True
P00912,S0001,98,16,,True
P00039,S0001,21,10,686.0,True
P00115,S0001,94,14,,True
P00088,S0001,41,11,,True
P01591,S0001,56,10,,True
P01873,S0001,43,28,,True
P01717,S0001,10,22,1596.0,True
P01785,S0001,68,17,,True
P01568,S0001,94,25,,True
P00038,S0001,21,30,1526.0,True
P01656,S0001,28,20,,True
P00716,S0001,18,19,574.0,True
P00550,S0001,41,13,556.0,True
P00577,S0001,96,19,,True
P01572,S0001,99,26,478.0,True
P01051,S0001,18,15,559.0,True
P01787,S0001,15,26,,True
P00558,S0001,77,15,1116.0,True
P00633,S0001,61,10,,True
P01425,S0001,19,20,,True
P01917,S0001,90,29,,True
P00416,S0001,72,16,,True
P01970,S0001,48,10,,True
P00630,S0001,50,10,510.0,True
P00354,S0001,53,23,447.0,True
P01155,S0001,11,18,,True
P00970,S0001,52,30,1252.0,True
P01299,S0001,46,15,989.0,True
P01035,S0001,47,15,,True
P00822,S0001,68,22,,True
P01272,S0001,18,17,,True
P00722,S0001,33,29,,True
P01881,S0001,49,14,,True
P01796,S0001,74,17,1519.0,True
P01062,S0001,10,17,,True
P01330,S0001,86,10,,True
P01228,S0001,82,11,,True
P00388,S0001,24,15,,True
P00825,S0001,16,29,325.0,True
P00570,S0001,96,24,,True
P00236,S0001,75,27,,True
P01860,S0001,14,30,,True
P01129,S0001,42,16,,True
P01875,S0001,73,29,1793.0,True
P00204,S0001,46,21,,True
P01856,S0001,34,15,,True
P01536,S0001,53,18,,True
P01541,S0001,54,22,,True
P00216,S0001,92,29,384.0,True
P01704,S0001,59,20,,True
P00479,S0001,27,13,,True
P00990,S0001,28,21,,True
P01655,S0001,86,17,,True
P01599,S0001,53,27,474.0,True
P00169,S0001,69,12,,True
P01430,S0001,13,22,,True
P00682,S0001,83,11,526.0,True
P01379,S0001,83,15,1239.0,True
P01960,S0001,11,11,,True
P01301,S0001,52,25,,True
P00227,S0001,52,10,446.0,True
P01708,S0001,45,16,,True
P00860,S0001,64,30,,True
P01825,S0001,36,18,1657.0,True
P01740,S0001,82,15,441.0,True
P00582,S0001,49,26,342.0,True
P01720,S0001,81,15,,True
P01794,S0001,35,15,,True
P01822,S0001,21,17,,True
P01111,S0001,34,23,,True
P01974,S0001,42,15,,True
P01412,S0001,70,18,,True
P01976,S0001,56,18,1325.0,True
P00425,S0001,37,29,,True
P00543,S0001,66,13,,True
P00098,S0001,58,17,,True
P01838,S0001,50,16,397.0,True
P00225,S0001,66,25,488.0,True
P00529,S0001,18,17,,True
P01685,S0001,14,29,,True
P01993,S0001,89,29,1016.0,True
P01501,S0001,87,19,,True
P01374,S0001,29,11,649.0,True
P00856,S0001,11,14,,True
P00412,S0001,82,11,1496.0,True
P00466,S0001,14,16,,True
P01346,S0001,38,24,,True
P00482,S0001,28,18,331.0,True
P00969,S0001,67,17,1512.0,True
P01774,S0001,98,23,482.0,True
P01016,S0001,98,25,,True
P00658,S0001,19,17,,True
P00750,S0001,52,14,,True
P01344,S0001,11,15,,True
P01237,S0001,36,11,1237.0,True
P01094,S0001,69,21,,True
P01532,S0001,69,11,,True
P00295,S0001,56,11,1634.0,True
P00916,S0001,17,20,1535.0,True
P00086,S0001,85,25,867.0,True
P01309,S0001,79,24,180.0,True
P00539,S0001,22,21,,True
P01148,S0001,10,16,,True
P01207,S0001,61,24,,True
P00308,S0001,64,17,,True
P00480,S0001,72,21,467.0,True
P00360,S0001,75,27,,True
P01098,S0001,83,21,,True
P01069,S0001,31,19,1026.0,True
P01386,S0001,28,21,,True
P00143,S0001,65,25,543.0,True
P01872,S0001,38,23,171.0,True
P01049,S0001,43,23,564.0,True
P01589,S0001,76,18,,True
P01149,S0001,48,16,914.0,True
P01043,S0001,23,28,,True
P01784,S0001,32,28,406.0,True
P01018,S0001,18,21,,True
