transaction_id,line_number,product_id,category,unit_cost,unit_price,promo_price,qty,line_subtotal,line_discount,line_total,promo_id,promo_type,__line_total_std,__line_subtotal_std,__line_discount_std,__tid_num
T00000065,4,P00720,Meat and Seafood,7.09,9.88,,1,9.88,-0.02,9.9,,,9.9,9.88,-0.02,65.0
T00000066,1,P01465,Prepared Meals,4.24,6.55,,1,6.55,-0.01,6.56,,,6.56,6.55,-0.01,66.0
T00000066,2,P00767,Prepared Meals,4.96,6.86,,1,6.86,-0.01,6.87,,,6.87,6.86,-0.01,66.0
T00000066,3,P00631,Baking,2.46,3.23,,1,3.23,-0.01,3.24,,,3.24,3.23,-0.01,66.0
T00000066,4,P01203,Alcohol,8.68,12.07,,2,24.14,-0.04,24.18,,,24.18,24.14,-0.04,66.0
T00000066,5,P01124,Dairy & Eggs,2.48,3.87,,1,3.87,-0.01,3.88,,,3.88,3.87,-0.01,66.0
T00000066,6,P01252,Baking,2.93,3.94,,2,7.88,-0.01,7.89,,,7.89,7.88,-0.01,66.0
T00000066,7,P00904,Dairy & Eggs,2.21,3.47,,1,3.47,-0.01,3.48,,,3.48,3.47,-0.01,66.0
T00000067,1,P00098,Snacks/Cookies/Chips,2.05,3.38,,1,3.38,-0.01,3.39,,,3.39,3.38,-0.01,67.0
T00000067,2,P00439,Alcohol,9.96,13.58,,1,13.58,-0.02,13.6,,,13.6,13.58,-0.02,67.0
T00000067,3,P00204,Pet Food,5.91,7.42,,1,7.42,-0.01,7.43,,,7.43,7.42,-0.01,67.0
T00000067,4,P00462,Beverages,2.71,3.56,,1,3.56,-0.01,3.57,,,3.57,3.56,-0.01,67.0
T00000067,5,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,67.0
T00000067,6,P00687,Deli,4.48,6.16,,1,6.16,-0.01,6.17,,,6.17,6.16,-0.01,67.0
T00000068,1,P00707,Condiments/Sauces/Spices,2.12,3.04,,1,3.04,0.01,3.03,,,3.03,3.04,0.01,68.0
T00000069,1,P00004,Alcohol,8.68,11.32,,1,11.32,0.02,11.3,,,11.3,11.32,0.02,69.0
T00000069,2,P00637,Dairy & Eggs,2.64,4.2,,3,12.6,0.03,12.57,,,12.57,12.6,0.03,69.0
T00000070,1,P00631,Baking,2.46,3.23,,1,3.23,-0.01,3.24,,,3.24,3.23,-0.01,70.0
T00000071,1,P01433,Baking,1.86,3.15,,3,9.45,-0.04,9.49,,,9.49,9.45,-0.04,71.0
T00000071,2,P00352,Snacks/Cookies/Chips,1.69,2.38,,3,7.14,-0.03,7.17,,,7.17,7.14,-0.03,71.0
T00000071,3,P00053,Snacks/Cookies/Chips,2.83,3.77,,1,3.77,-0.01,3.78,,,3.78,3.77,-0.01,71.0
T00000071,4,P01379,Alcohol,6.84,11.93,,1,11.93,-0.05,11.98,,,11.98,11.93,-0.05,71.0
T00000072,1,P00191,Grains and Pasta,1.27,2.04,,1,2.04,-0.01,2.05,,,2.05,2.04,-0.01,72.0
T00000072,2,P00948,Alcohol,8.4,10.99,,1,10.99,-0.04,11.03,,,11.03,10.99,-0.04,72.0
T00000072,3,P00197,Snacks/Cookies/Chips,2.44,3.83,,1,3.83,-0.01,3.84,,,3.84,3.83,-0.01,72.0
T00000072,4,P00373,Bakery,2.13,2.9,,1,2.9,-0.01,2.91,,,2.91,2.9,-0.01,72.0
T00000072,5,P00790,Breakfast & Cereal,3.85,5.84,,1,5.84,-0.02,5.86,,,5.86,5.84,-0.02,72.0
T00000073,1,P00205,Frozen Foods,3.41,4.53,,1,4.53,-0.01,4.54,,,4.54,4.53,-0.01,73.0
T00000074,1,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,-0.01,2.36,,,2.36,2.35,-0.01,74.0
T00000074,2,P00300,Condiments/Sauces/Spices,1.93,3.1,,1,3.1,-0.01,3.11,,,3.11,3.1,-0.01,74.0
T00000075,1,P00244,Breakfast & Cereal,3.68,5.12,,2,10.24,-0.02,10.26,,,10.26,10.24,-0.02,75.0
T00000075,2,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,75.0
T00000076,1,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,-0.01,2.68,,,2.68,2.67,-0.01,76.0
T00000076,2,P00956,Prepared Meals,5.59,9.17,,1,9.17,-0.03,9.2,,,9.2,9.17,-0.03,76.0
T00000077,1,P01229,Snacks/Cookies/Chips,2.79,3.84,,1,3.84,0.02,3.82,,,3.82,3.84,0.02,77.0
T00000077,2,P00627,Breakfast & Cereal,2.15,3.05,,1,3.05,0.02,3.03,,,3.03,3.05,0.02,77.0
T00000077,3,P00923,Snacks/Cookies/Chips,2.22,2.79,,1,2.79,0.02,2.77,,,2.77,2.79,0.02,77.0
T00000078,1,P00948,Alcohol,8.4,10.99,,1,10.99,-0.02,11.01,,,11.01,10.99,-0.02,78.0
T00000079,1,P00501,Breakfast & Cereal,2.98,3.86,,1,3.86,-0.01,3.87,,,3.87,3.86,-0.01,79.0
T00000080,1,P00945,Snacks/Cookies/Chips,2.95,4.04,,2,8.08,0.02,8.06,,,8.06,8.08,0.02,80.0
T00000080,2,P00025,Beverages,2.07,3.61,,3,10.83,0.02,10.81,,,10.81,10.83,0.02,80.0
T00000081,1,P01242,Dairy & Eggs,2.43,4.05,,2,8.1,0.05,8.05,,,8.05,8.1,0.05,81.0
T00000081,2,P01401,Meat and Seafood,7.25,9.71,8.32,1,9.71,1.44,8.27,PR00128,AMOUNT_OFF,8.27,9.71,1.44,81.0
T00000081,3,P00705,Alcohol,8.51,12.13,,1,12.13,0.07,12.06,,,12.06,12.13,0.07,81.0
T00000081,4,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,0.02,4.02,,,4.02,4.04,0.02,81.0
T00000081,5,P00642,Baking,1.88,3.38,,1,3.38,0.02,3.36,,,3.36,3.38,0.02,81.0
T00000082,1,P01263,Meat and Seafood,4.96,7.65,,1,7.65,-0.03,7.68,,,7.68,7.65,-0.03,82.0
T00000082,2,P00065,Prepared Meals,6.74,8.53,,1,8.53,-0.03,8.56,,,8.56,8.53,-0.03,82.0
T00000082,3,P00345,Bakery,3.01,4.07,,1,4.07,-0.02,4.09,,,4.09,4.07,-0.02,82.0
T00000083,1,P01030,Meat and Seafood,6.57,9.05,,1,9.05,0.02,9.03,,,9.03,9.05,0.02,83.0
T00000083,2,P01199,Dairy & Eggs,2.23,3.31,,1,3.31,0.01,3.3,,,3.3,3.31,0.01,83.0
T00000083,3,P00424,Frozen Foods,4.17,5.35,,1,5.35,0.01,5.34,,,5.34,5.35,0.01,83.0
T00000083,4,P00917,Snacks/Cookies/Chips,1.62,2.87,,1,2.87,0.01,2.86,,,2.86,2.87,0.01,83.0
T00000084,1,P01054,Candy,1.41,1.93,,1,1.93,-0.01,1.94,,,1.94,1.93,-0.01,84.0
T00000084,2,P00226,Deli,3.0,5.26,,2,10.52,-0.04,10.56,,,10.56,10.52,-0.04,84.0
T00000085,1,P00189,Frozen Foods,5.55,7.05,,1,7.05,-0.03,7.08,,,7.08,7.05,-0.03,85.0
T00000085,2,P00974,Frozen Foods,6.66,8.58,,1,8.58,-0.03,8.61,,,8.61,8.58,-0.03,85.0
T00000085,3,P00511,Alcohol,17.07,22.57,,3,67.71,-0.25,67.96,,,67.96,67.71,-0.25,85.0
T00000085,4,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,85.0
T00000086,1,P01094,Condiments/Sauces/Spices,2.47,4.22,,1,4.22,-0.02,4.24,,,4.24,4.22,-0.02,86.0
T00000086,2,P00580,Meat and Seafood,6.06,8.39,,1,8.39,-0.03,8.42,,,8.42,8.39,-0.03,86.0
T00000086,3,P01316,Alcohol,10.02,13.33,,1,13.33,-0.05,13.38,,,13.38,13.33,-0.05,86.0
T00000086,4,P01487,Snacks/Cookies/Chips,2.52,4.26,,3,12.78,-0.05,12.83,,,12.83,12.78,-0.05,86.0
T00000086,5,P00879,Snacks/Cookies/Chips,2.05,2.67,,1,2.67,-0.01,2.68,,,2.68,2.67,-0.01,86.0
T00000086,6,P00171,Snacks/Cookies/Chips,2.28,2.89,,1,2.89,-0.01,2.9,,,2.9,2.89,-0.01,86.0
T00000087,1,P01030,Meat and Seafood,6.57,9.05,,1,9.05,-0.03,9.08,,,9.08,9.05,-0.03,87.0
T00000087,2,P01377,Dairy & Eggs,2.77,4.64,3.3,1,4.64,1.33,3.31,PR00136,AMOUNT_OFF,3.31,4.64,1.33,87.0
T00000087,3,P00709,Breakfast & Cereal,2.42,3.68,,1,3.68,-0.01,3.69,,,3.69,3.68,-0.01,87.0
T00000087,4,P01095,Dairy & Eggs,3.95,5.88,,1,5.88,-0.02,5.9,,,5.9,5.88,-0.02,87.0
T00000088,1,P00853,Dairy & Eggs,1.78,2.46,,3,7.38,-0.03,7.41,,,7.41,7.38,-0.03,88.0
T00000088,2,P01418,Meat and Seafood,4.73,7.72,,1,7.72,-0.03,7.75,,,7.75,7.72,-0.03,88.0
T00000089,1,P00669,Snacks/Cookies/Chips,3.19,4.52,,1,4.52,-0.02,4.54,,,4.54,4.52,-0.02,89.0
T00000089,2,P00282,Beverages,2.21,3.24,,3,9.72,-0.04,9.76,,,9.76,9.72,-0.04,89.0
T00000089,3,P00451,Alcohol,7.02,11.78,,1,11.78,-0.04,11.82,,,11.82,11.78,-0.04,89.0
T00000090,1,P00180,Dairy & Eggs,2.29,3.04,,1,3.04,0.02,3.02,,,3.02,3.04,0.02,90.0
T00000090,2,P00397,Baking,2.33,4.19,,2,8.38,0.05,8.33,,,8.33,8.38,0.05,90.0
T00000091,1,P01227,Condiments/Sauces/Spices,2.23,2.86,,2,5.72,0.03,5.69,,,5.69,5.72,0.03,91.0
T00000091,2,P00789,Baking,2.14,2.96,,1,2.96,0.02,2.94,,,2.94,2.96,0.02,91.0
T00000091,3,P00558,Pet Food,5.45,9.76,,1,9.76,0.06,9.7,,,9.7,9.76,0.06,91.0
T00000092,1,P01145,Baking,2.72,4.31,,1,4.31,-0.01,4.32,,,4.32,4.31,-0.01,92.0
T00000092,2,P00895,Baking,1.22,1.91,,1,1.91,0.0,1.91,,,1.91,1.91,0.0,92.0
T00000093,1,P01099,Alcohol,7.14,10.68,,1,10.68,0.06,10.62,,,10.62,10.68,0.06,93.0
T00000094,1,P01151,Dairy & Eggs,1.15,1.65,,2,3.3,-0.01,3.31,,,3.31,3.3,-0.01,94.0
T00000094,2,P01466,Prepared Meals,5.91,7.87,,1,7.87,-0.01,7.88,,,7.88,7.87,-0.01,94.0
T00000095,1,P00097,Candy,2.84,3.99,,3,11.97,-0.02,11.99,,,11.99,11.97,-0.02,95.0
T00000095,2,P01143,Deli,2.44,4.01,,1,4.01,-0.01,4.02,,,4.02,4.01,-0.01,95.0
T00000095,3,P00917,Snacks/Cookies/Chips,1.62,2.87,,1,2.87,-0.01,2.88,,,2.88,2.87,-0.01,95.0
T00000096,1,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,-0.01,4.05,,,4.05,4.04,-0.01,96.0
T00000097,1,P00320,Alcohol,11.24,17.21,,1,17.21,0.1,17.11,,,17.11,17.21,0.1,97.0
T00000097,2,P01276,Alcohol,6.76,8.6,,1,8.6,0.05,8.55,,,8.55,8.6,0.05,97.0
T00000097,3,P01252,Baking,2.93,3.94,,1,3.94,0.02,3.92,,,3.92,3.94,0.02,97.0
T00000097,4,P00094,Frozen Foods,5.34,6.89,,1,6.89,0.04,6.85,,,6.85,6.89,0.04,97.0
T00000098,1,P00244,Breakfast & Cereal,3.68,5.12,,1,5.12,-0.02,5.14,,,5.14,5.12,-0.02,98.0
T00000098,2,P00499,Bakery,3.37,5.89,,1,5.89,-0.02,5.91,,,5.91,5.89,-0.02,98.0
T00000099,1,P00004,Alcohol,8.68,11.32,,1,11.32,-0.02,11.34,,,11.34,11.32,-0.02,99.0
T00000099,2,P00886,Grains and Pasta,1.64,2.81,,1,2.81,0.0,2.81,,,2.81,2.81,0.0,99.0
T00000099,3,P01251,Pet Food,3.81,5.51,,1,5.51,-0.01,5.52,,,5.52,5.51,-0.01,99.0
T00000100,1,P00074,Snacks/Cookies/Chips,2.65,3.62,,1,3.62,0.02,3.6,,,3.6,3.62,0.02,100.0
T00000100,2,P00516,Dairy & Eggs,3.54,4.62,,3,13.86,0.08,13.78,,,13.78,13.86,0.08,100.0
T00000100,3,P00750,Frozen Foods,4.9,6.49,3.99,1,6.49,2.52,3.97,PR00192,PRICE_POINT,3.97,6.49,2.52,100.0
T00000101,1,P00712,Breakfast & Cereal,3.85,6.76,,1,6.76,0.01,6.75,,,6.75,6.76,0.01,101.0
T00000101,2,P00598,Alcohol,10.69,13.38,,1,13.38,0.03,13.35,,,13.35,13.38,0.03,101.0
T00000101,3,P01217,Alcohol,8.61,11.69,,2,23.38,0.05,23.33,,,23.33,23.38,0.05,101.0
T00000101,4,P00999,Dairy & Eggs,1.59,2.78,,1,2.78,0.01,2.77,,,2.77,2.78,0.01,101.0
T00000101,5,P00869,Dairy & Eggs,2.4,3.43,,1,3.43,0.01,3.42,,,3.42,3.43,0.01,101.0
T00000102,1,P01115,Condiments/Sauces/Spices,2.77,3.99,,1,3.99,-0.01,4.0,,,4.0,3.99,-0.01,102.0
T00000102,2,P00941,Prepared Meals,6.37,8.05,,1,8.05,-0.01,8.06,,,8.06,8.05,-0.01,102.0
T00000102,3,P01045,Candy,1.73,2.44,,1,2.44,0.0,2.44,,,2.44,2.44,0.0,102.0
T00000102,4,P01030,Meat and Seafood,6.57,9.05,,1,9.05,-0.02,9.07,,,9.07,9.05,-0.02,102.0
T00000102,5,P01103,Snacks/Cookies/Chips,1.88,3.24,,3,9.72,-0.02,9.74,,,9.74,9.72,-0.02,102.0
T00000102,6,P01043,Snacks/Cookies/Chips,2.25,3.13,,1,3.13,-0.01,3.14,,,3.14,3.13,-0.01,102.0
T00000102,7,P00644,Dairy & Eggs,1.94,2.7,,1,2.7,0.0,2.7,,,2.7,2.7,0.0,102.0
T00000103,1,P01449,Prepared Meals,4.36,6.21,,1,6.21,0.01,6.2,,,6.2,6.21,0.01,103.0
T00000103,2,P00657,Meat and Seafood,10.37,13.47,,1,13.47,0.03,13.44,,,13.44,13.47,0.03,103.0
T00000103,3,P01176,Beverages,3.03,4.09,,3,12.27,0.03,12.24,,,12.24,12.27,0.03,103.0
T00000103,4,P00228,Frozen Foods,7.83,10.39,,1,10.39,0.02,10.37,,,10.37,10.39,0.02,103.0
T00000103,5,P01046,Alcohol,9.39,12.06,,1,12.06,0.03,12.03,,,12.03,12.06,0.03,103.0
T00000104,1,P00846,Snacks/Cookies/Chips,1.42,2.58,,1,2.58,0.0,2.58,,,2.58,2.58,0.0,104.0
T00000104,2,P00637,Dairy & Eggs,2.64,4.2,,1,4.2,-0.01,4.21,,,4.21,4.2,-0.01,104.0
T00000104,3,P00205,Frozen Foods,3.41,4.53,,1,4.53,-0.01,4.54,,,4.54,4.53,-0.01,104.0
T00000105,1,P00662,Baking,2.87,4.94,,1,4.94,-0.02,4.96,,,4.96,4.94,-0.02,105.0
T00000105,2,P00081,Alcohol,7.48,9.54,,1,9.54,-0.04,9.58,,,9.58,9.54,-0.04,105.0
T00000106,1,P00949,Alcohol,9.11,12.52,,1,12.52,-0.05,12.57,,,12.57,12.52,-0.05,106.0
T00000106,2,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,106.0
T00000107,1,P00974,Frozen Foods,6.66,8.58,,1,8.58,0.02,8.56,,,8.56,8.58,0.02,107.0
T00000107,2,P01071,Dairy & Eggs,1.65,2.3,,1,2.3,0.0,2.3,,,2.3,2.3,0.0,107.0
T00000107,3,P00486,Breakfast & Cereal,2.85,4.27,,1,4.27,0.01,4.26,,,4.26,4.27,0.01,107.0
T00000107,4,P00724,Breakfast & Cereal,3.32,4.59,1.87,1,4.59,2.72,1.87,PR00246,AMOUNT_OFF,1.87,4.59,2.72,107.0
T00000108,1,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,0.01,4.03,,,4.03,4.04,0.01,108.0
T00000109,1,P01057,Beverages,1.4,2.23,,1,2.23,0.0,2.23,,,2.23,2.23,0.0,109.0
T00000109,2,P01345,Bakery,2.52,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,109.0
T00000110,1,P01153,Deli,3.86,6.32,,1,6.32,-0.01,6.33,,,6.33,6.32,-0.01,110.0
T00000110,2,P01433,Baking,1.86,3.15,,1,3.15,-0.01,3.16,,,3.16,3.15,-0.01,110.0
T00000111,1,P01029,Snacks/Cookies/Chips,2.65,3.93,,2,7.86,-0.01,7.87,,,7.87,7.86,-0.01,111.0
T00000111,2,P00878,Beverages,1.52,1.93,,3,5.79,-0.01,5.8,,,5.8,5.79,-0.01,111.0
T00000111,3,P00536,Deli,3.55,5.04,,2,10.08,-0.02,10.1,,,10.1,10.08,-0.02,111.0
T00000111,4,P01236,Snacks/Cookies/Chips,1.82,2.74,,1,2.74,0.0,2.74,,,2.74,2.74,0.0,111.0
T00000112,1,P01086,Condiments/Sauces/Spices,2.48,3.91,,1,3.91,-0.01,3.92,,,3.92,3.91,-0.01,112.0
T00000112,2,P00527,Snacks/Cookies/Chips,2.63,3.53,,1,3.53,-0.01,3.54,,,3.54,3.53,-0.01,112.0
T00000112,3,P00510,Snacks/Cookies/Chips,2.14,3.17,,1,3.17,-0.01,3.18,,,3.18,3.17,-0.01,112.0
T00000112,4,P00264,Meat and Seafood,4.53,7.12,,1,7.12,-0.01,7.13,,,7.13,7.12,-0.01,112.0
T00000112,5,P00724,Breakfast & Cereal,3.32,4.59,,1,4.59,-0.01,4.6,,,4.6,4.59,-0.01,112.0
T00000112,6,P01239,Prepared Meals,3.15,5.6,,3,16.8,-0.03,16.83,,,16.83,16.8,-0.03,112.0
T00000112,7,P01038,Condiments/Sauces/Spices,2.83,4.38,,1,4.38,-0.01,4.39,,,4.39,4.38,-0.01,112.0
T00000113,1,P01203,Alcohol,8.68,12.07,,1,12.07,0.03,12.04,,,12.04,12.07,0.03,113.0
T00000113,2,P00352,Snacks/Cookies/Chips,1.69,2.38,,2,4.76,0.01,4.75,,,4.75,4.76,0.01,113.0
T00000113,3,P00203,Snacks/Cookies/Chips,1.53,2.67,,3,8.01,0.02,7.99,,,7.99,8.01,0.02,113.0
T00000113,4,P01375,Candy,1.13,1.7,,1,1.7,0.0,1.7,,,1.7,1.7,0.0,113.0
T00000113,5,P01076,Deli,3.71,6.67,,1,6.67,0.01,6.66,,,6.66,6.67,0.01,113.0
T00000113,6,P00927,Alcohol,9.77,12.93,,1,12.93,0.03,12.9,,,12.9,12.93,0.03,113.0
T00000114,1,P00023,Dairy & Eggs,1.99,2.51,,1,2.51,0.01,2.5,,,2.5,2.51,0.01,114.0
T00000114,2,P00751,Prepared Meals,5.58,7.95,,1,7.95,0.05,7.9,,,7.9,7.95,0.05,114.0
T00000114,3,P00691,Candy,1.48,2.64,,1,2.64,0.02,2.62,,,2.62,2.64,0.02,114.0
T00000114,4,P00188,Prepared Meals,6.22,8.04,,1,8.04,0.05,7.99,,,7.99,8.04,0.05,114.0
T00000114,5,P00153,Dairy & Eggs,3.9,5.95,,1,5.95,0.04,5.91,,,5.91,5.95,0.04,114.0
T00000116,1,P01115,Condiments/Sauces/Spices,2.77,3.99,,1,3.99,-0.02,4.01,,,4.01,3.99,-0.02,116.0
T00000117,1,P00632,Beverages,3.79,5.04,,1,5.04,0.03,5.01,,,5.01,5.04,0.03,117.0
T00000117,2,P00546,Prepared Meals,5.85,9.95,,1,9.95,0.06,9.89,,,9.89,9.95,0.06,117.0
T00000117,3,P00606,Grains and Pasta,2.38,3.25,,1,3.25,0.02,3.23,,,3.23,3.25,0.02,117.0
T00000120,1,P01233,Prepared Meals,3.61,5.35,,1,5.35,-0.01,5.36,,,5.36,5.35,-0.01,120.0
T00000120,2,P00205,Frozen Foods,3.41,4.53,,1,4.53,-0.01,4.54,,,4.54,4.53,-0.01,120.0
T00000120,3,P00638,Breakfast & Cereal,2.98,4.41,,1,4.41,-0.01,4.42,,,4.42,4.41,-0.01,120.0
T00000122,1,P00230,Breakfast & Cereal,3.85,5.09,,1,5.09,-0.02,5.11,,,5.11,5.09,-0.02,122.0
T00000124,1,P01458,Snacks/Cookies/Chips,1.64,2.27,,3,6.81,0.04,6.77,,,6.77,6.81,0.04,124.0
T00000124,2,P00055,Meat and Seafood,6.93,9.22,,1,9.22,0.05,9.17,,,9.17,9.22,0.05,124.0
T00000124,3,P00090,Candy,1.94,3.04,,1,3.04,0.02,3.02,,,3.02,3.04,0.02,124.0
T00000125,1,P01194,Meat and Seafood,8.14,13.57,,1,13.57,-0.05,13.62,,,13.62,13.57,-0.05,125.0
T00000125,2,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,-0.01,2.36,,,2.36,2.35,-0.01,125.0
T00000125,3,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,-0.01,2.68,,,2.68,2.67,-0.01,125.0
T00000126,1,P00488,Alcohol,8.02,13.2,,1,13.2,-0.05,13.25,,,13.25,13.2,-0.05,126.0
T00000126,2,P00159,Dairy & Eggs,0.93,1.56,,1,1.56,-0.01,1.57,,,1.57,1.56,-0.01,126.0
T00000126,3,P00133,Candy,1.43,2.06,,1,2.06,-0.01,2.07,,,2.07,2.06,-0.01,126.0
T00000126,4,P00164,Baking,1.86,2.44,,1,2.44,-0.01,2.45,,,2.45,2.44,-0.01,126.0
T00000126,5,P00099,Frozen Foods,3.21,5.09,,1,5.09,-0.02,5.11,,,5.11,5.09,-0.02,126.0
T00000127,1,P01064,Beverages,1.43,1.98,,1,1.98,0.0,1.98,,,1.98,1.98,0.0,127.0
T00000127,2,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,127.0
T00000128,1,P01421,Meat and Seafood,6.36,10.15,,1,10.15,-0.04,10.19,,,10.19,10.15,-0.04,128.0
T00000128,2,P01159,Grains and Pasta,1.49,2.1,,1,2.1,-0.01,2.11,,,2.11,2.1,-0.01,128.0
T00000128,3,P01458,Snacks/Cookies/Chips,1.64,2.27,,1,2.27,-0.01,2.28,,,2.28,2.27,-0.01,128.0
T00000130,1,P01322,Prepared Meals,5.59,9.46,,1,9.46,0.06,9.4,,,9.4,9.46,0.06,130.0
T00000130,2,P00607,Breakfast & Cereal,4.57,5.89,,3,17.67,0.1,17.57,,,17.57,17.67,0.1,130.0
T00000130,3,P01095,Dairy & Eggs,3.95,5.88,,1,5.88,0.03,5.85,,,5.85,5.88,0.03,130.0
T00000130,4,P01326,Condiments/Sauces/Spices,2.41,3.2,,1,3.2,0.02,3.18,,,3.18,3.2,0.02,130.0
T00000132,1,P00171,Snacks/Cookies/Chips,2.28,2.89,,3,8.67,-0.02,8.69,,,8.69,8.67,-0.02,132.0
T00000133,1,P01112,Snacks/Cookies/Chips,2.85,4.23,,1,4.23,-0.01,4.24,,,4.24,4.23,-0.01,133.0
T00000133,2,P00507,Meat and Seafood,5.09,8.93,,1,8.93,-0.02,8.95,,,8.95,8.93,-0.02,133.0
T00000133,3,P00673,Dairy & Eggs,1.72,2.47,,2,4.94,-0.01,4.95,,,4.95,4.94,-0.01,133.0
T00000134,1,P00948,Alcohol,8.4,10.99,,3,32.97,-0.06,33.03,,,33.03,32.97,-0.06,134.0
T00000134,2,P00169,Snacks/Cookies/Chips,2.96,4.46,,1,4.46,-0.01,4.47,,,4.47,4.46,-0.01,134.0
T00000134,3,P00497,Candy,1.32,2.18,,1,2.18,0.0,2.18,,,2.18,2.18,0.0,134.0
T00000135,1,P01099,Alcohol,7.14,10.68,,2,21.36,0.13,21.23,,,21.23,21.36,0.13,135.0
T00000135,2,P01361,Beverages,2.21,3.16,,1,3.16,0.02,3.14,,,3.14,3.16,0.02,135.0
T00000136,1,P00364,Alcohol,8.25,10.56,,1,10.56,-0.02,10.58,,,10.58,10.56,-0.02,136.0
T00000136,2,P00879,Snacks/Cookies/Chips,2.05,2.67,2.08,1,2.67,0.59,2.08,PR00177,PERCENT_OFF,2.08,2.67,0.59,136.0
T00000136,3,P00946,Baking,5.17,6.69,,1,6.69,-0.01,6.7,,,6.7,6.69,-0.01,136.0
T00000136,4,P01243,Bakery,1.77,2.68,,3,8.04,-0.01,8.05,,,8.05,8.04,-0.01,136.0
T00000138,1,P00078,Pet Food,4.24,6.08,,3,18.24,-0.07,18.31,,,18.31,18.24,-0.07,138.0
T00000138,2,P00206,Dairy & Eggs,1.94,2.46,,1,2.46,-0.01,2.47,,,2.47,2.46,-0.01,138.0
T00000138,3,P01402,Prepared Meals,6.36,9.58,,1,9.58,-0.04,9.62,,,9.62,9.58,-0.04,138.0
T00000140,1,P00445,Alcohol,8.59,11.9,,1,11.9,0.07,11.83,,,11.83,11.9,0.07,140.0
T00000140,2,P00378,Snacks/Cookies/Chips,1.9,2.96,,2,5.92,0.04,5.88,,,5.88,5.92,0.04,140.0
T00000140,3,P00817,Prepared Meals,5.71,7.3,,1,7.3,0.04,7.26,,,7.26,7.3,0.04,140.0
T00000142,1,P01411,Snacks/Cookies/Chips,1.89,2.65,,1,2.65,0.02,2.63,,,2.63,2.65,0.02,142.0
T00000145,1,P00902,Alcohol,6.06,8.77,,1,8.77,0.02,8.75,,,8.75,8.77,0.02,145.0
T00000145,2,P01182,Condiments/Sauces/Spices,2.7,4.07,,2,8.14,0.02,8.12,,,8.12,8.14,0.02,145.0
T00000145,3,P00890,Prepared Meals,4.65,7.6,,2,15.2,0.03,15.17,,,15.17,15.2,0.03,145.0
T00000148,1,P00673,Dairy & Eggs,1.72,2.47,,1,2.47,-0.01,2.48,,,2.48,2.47,-0.01,148.0
T00000151,1,P00221,Beverages,3.58,5.14,,1,5.14,-0.02,5.16,,,5.16,5.14,-0.02,151.0
T00000151,2,P01324,Snacks/Cookies/Chips,2.06,3.71,,3,11.13,-0.04,11.17,,,11.17,11.13,-0.04,151.0
T00000151,3,P01444,Breakfast & Cereal,4.99,7.59,,1,7.59,-0.03,7.62,,,7.62,7.59,-0.03,151.0
T00000151,4,P01122,Grains and Pasta,1.66,2.27,,1,2.27,-0.01,2.28,,,2.28,2.27,-0.01,151.0
T00000151,5,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.02,5.47,,,5.47,5.45,-0.02,151.0
T00000151,6,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,-0.02,4.66,,,4.66,4.64,-0.02,151.0
T00000153,1,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,0.02,4.02,,,4.02,4.04,0.02,153.0
T00000153,2,P00984,Snacks/Cookies/Chips,2.77,3.5,,2,7.0,0.04,6.96,,,6.96,7.0,0.04,153.0
T00000154,1,P00963,Prepared Meals,4.3,5.96,,1,5.96,-0.01,5.97,,,5.97,5.96,-0.01,154.0
T00000154,2,P00097,Candy,2.84,3.99,,1,3.99,-0.01,4.0,,,4.0,3.99,-0.01,154.0
T00000155,1,P01333,Breakfast & Cereal,2.48,3.99,,1,3.99,-0.01,4.0,,,4.0,3.99,-0.01,155.0
T00000155,2,P00122,Snacks/Cookies/Chips,2.49,3.12,,3,9.36,-0.04,9.4,,,9.4,9.36,-0.04,155.0
T00000155,3,P00898,Meat and Seafood,5.77,10.24,,1,10.24,-0.04,10.28,,,10.28,10.24,-0.04,155.0
T00000155,4,P00898,Meat and Seafood,5.77,10.24,,1,10.24,-0.04,10.28,,,10.28,10.24,-0.04,155.0
T00000157,1,P01089,Frozen Foods,5.03,7.62,,1,7.62,-0.01,7.63,,,7.63,7.62,-0.01,157.0
